radio,mcc,mnc,lac,cid,unit,lon,lat,range,samples,changeable,created,updated,averageSignal,geometry,City,Region,location,d_nearest_road
UMTS,624,2,31022,31298,0,11.53770447,3.880233765,1000,1,1,1484925346,1484925346,0,POINT (11.537704467773 3.8802337646484),Yaounde,Centre,urban,0.005611429
UMTS,624,2,31022,31299,0,11.538391,3.879547,1000,2,1,1485526076,1490319989,0,POINT (11.538391 3.879547),Yaounde,Centre,urban,0.00559145
UMTS,624,2,31022,31303,0,11.538391,3.880234,1000,2,1,1485526076,1490319989,0,POINT (11.538391 3.880234),Yaounde,Centre,urban,0.000957031
UMTS,624,2,31022,31319,0,11.52397156,3.862380981,1000,1,1,1484925346,1484925346,0,POINT (11.523971557617 3.8623809814453),Yaounde,Centre,urban,0.004163354
UMTS,624,2,31022,31323,0,11.52397156,3.862380981,1000,1,1,1485420782,1485420782,0,POINT (11.523971557617 3.8623809814453),Yaounde,Centre,urban,0.004347104
UMTS,624,2,31022,31377,0,11.554349,3.898312,1000,17,1,1486796912,1494429901,0,POINT (11.554349 3.898312),Yaounde,Centre,urban,0.003828841
UMTS,624,2,31022,31379,0,11.55006409,3.898086548,1000,2,1,1482072438,1482256079,0,POINT (11.550064086914 3.8980865478516),Yaounde,Centre,urban,0.002503955
UMTS,624,2,31022,31381,0,11.553946,3.898679,1000,16,1,1482224812,1494422074,0,POINT (11.553946 3.898679),Yaounde,Centre,urban,0.002667728
UMTS,624,2,31022,31382,0,11.550064,3.8974,1000,2,1,1482072438,1484103855,0,POINT (11.550064 3.8974),Yaounde,Centre,urban,0.000159554
UMTS,624,2,31022,31383,0,11.54594421,3.903579712,1000,1,1,1481826482,1481826482,0,POINT (11.545944213867 3.9035797119141),Yaounde,Centre,urban,0.000653286
UMTS,624,2,31022,31445,0,11.53770447,3.880233765,1000,5,1,1484966283,1490319989,0,POINT (11.537704467773 3.8802337646484),Yaounde,Centre,urban,0.005250696
UMTS,624,2,31022,31446,0,11.538373,3.885042,1000,5,1,1490344038,1493715718,0,POINT (11.538373 3.885042),Yaounde,Centre,urban,0.000659203
UMTS,624,2,31022,31448,0,11.53770447,3.880233765,1000,6,1,1484966283,1490319989,0,POINT (11.537704467773 3.8802337646484),Yaounde,Centre,urban,0.000343293
UMTS,624,2,31022,31449,0,11.53907776,3.882980347,1000,1,1,1485223230,1485223230,0,POINT (11.539077758789 3.8829803466797),Yaounde,Centre,urban,0.000981848
UMTS,624,2,31022,31479,0,11.520538,3.929672,1000,2,1,1490974111,1491550514,0,POINT (11.520538 3.929672),Yaounde,Centre,urban,0.009237155
UMTS,624,2,31022,31483,0,11.51985168,3.931045532,1000,1,1,1491550514,1491550514,0,POINT (11.51985168457 3.9310455322266),Yaounde,Centre,urban,0.000529926
UMTS,624,2,31022,31484,0,11.52946472,3.951644897,1000,1,1,1492320751,1492320751,0,POINT (11.52946472168 3.9516448974609),Okoa,Centre,rural,0.000992054
UMTS,624,2,31022,31486,0,11.52122498,3.950271606,1000,1,1,1486985263,1486985263,0,POINT (11.521224975586 3.9502716064453),Yaounde,Centre,urban,0.000714454
UMTS,624,2,31022,31487,0,11.52946472,3.951644897,1000,1,1,1492320751,1492320751,0,POINT (11.52946472168 3.9516448974609),Okoa,Centre,rural,0.005289007
UMTS,624,2,31022,31569,0,11.5940094,3.974990845,1000,1,1,1486985263,1486985263,0,POINT (11.594009399414 3.9749908447266),Okoa,Centre,rural,0.009999089
UMTS,624,2,31022,31584,0,11.55555725,3.882980347,1000,2,1,1491174495,1491388551,0,POINT (11.555557250977 3.8829803466797),Yaounde,Centre,urban,0.004560565
UMTS,624,2,31022,31587,0,11.55555725,3.882980347,1000,3,1,1491407705,1491828566,0,POINT (11.555557250977 3.8829803466797),Yaounde,Centre,urban,0.000322101
UMTS,624,2,31022,31592,0,11.52397156,3.91456604,1000,1,1,1490950128,1490950128,0,POINT (11.523971557617 3.9145660400391),Yaounde,Centre,urban,0.000827039
UMTS,624,2,31022,31593,0,11.525803,3.9077,1000,3,1,1487193781,1491986415,0,POINT (11.525803 3.9077),Yaounde,Centre,urban,0.001305813
UMTS,624,2,31022,31595,0,11.52534485,3.907699585,1000,1,1,1486199012,1486199012,0,POINT (11.525344848633 3.9076995849609),Yaounde,Centre,urban,0.002032604
UMTS,624,2,31022,31596,0,11.5322113,3.906326294,1000,1,1,1490950113,1490950113,0,POINT (11.532211303711 3.9063262939453),Yaounde,Centre,urban,0.000122498
UMTS,624,2,31022,31604,0,11.504745,3.900833,1000,2,1,1485688023,1491318950,0,POINT (11.504745 3.900833),Yaounde,Centre,urban,0.00217898
UMTS,624,2,31022,31606,0,11.49375916,3.91456604,1000,1,1,1491318950,1491318950,0,POINT (11.493759155273 3.9145660400391),Yaounde,Centre,urban,0.000528792
UMTS,624,2,31022,31607,0,11.504745,3.902206,1000,2,1,1485688023,1491318955,0,POINT (11.504745 3.902206),Yaounde,Centre,urban,0.0008576
UMTS,624,2,31022,31609,0,11.500626,3.914566,1000,2,1,1485688023,1491318950,0,POINT (11.500626 3.914566),Yaounde,Centre,urban,0.000222194
UMTS,624,2,31022,31611,0,11.52122498,3.896713257,1000,16,1,1484402845,1491318955,0,POINT (11.521224975586 3.8967132568359),Yaounde,Centre,urban,0.001586928
UMTS,624,2,31022,31612,0,11.522141,3.889389,1000,3,1,1485248059,1490319989,0,POINT (11.522141 3.889389),Yaounde,Centre,urban,0.000808495
UMTS,624,2,31022,31614,0,11.52122498,3.896713257,1000,19,1,1484407702,1491318955,0,POINT (11.521224975586 3.8967132568359),Yaounde,Centre,urban,0.006826803
UMTS,624,2,31022,31615,0,11.52259827,3.891220093,1000,1,1,1485223230,1485223230,0,POINT (11.522598266602 3.8912200927734),Yaounde,Centre,urban,0.004128408
UMTS,624,2,31022,31616,0,11.51985168,3.885726929,1000,1,1,1490950277,1490950277,0,POINT (11.51985168457 3.8857269287109),Yaounde,Centre,urban,0.001214326
UMTS,624,2,31022,32307,0,11.52259827,3.856887817,1000,1,1,1490441438,1490441438,0,POINT (11.522598266602 3.8568878173828),Yaounde,Centre,urban,0.001671948
UMTS,624,2,31022,32327,0,11.496773,3.876731,1000,20,1,1492540200,1493721271,0,POINT (11.496773 3.876731),Yaounde,Centre,urban,0.001899903
UMTS,624,2,31022,32331,0,11.505077,3.882793,1000,8,1,1492540200,1493719786,0,POINT (11.505077 3.882793),Yaounde,Centre,urban,0.002626911
UMTS,624,2,31022,32348,0,11.53807,3.885676,1000,28,1,1492540200,1493716372,0,POINT (11.53807 3.885676),Yaounde,Centre,urban,0.005227493
UMTS,624,2,31022,32351,0,11.53495789,3.88710022,1000,1,1,1485223230,1485223230,0,POINT (11.534957885742 3.8871002197266),Yaounde,Centre,urban,0.002101101
UMTS,624,2,31022,32352,0,11.54182434,3.893966675,1000,1,1,1485111051,1485111051,0,POINT (11.54182434082 3.8939666748047),Yaounde,Centre,urban,0.003605047
UMTS,624,2,31022,32354,0,11.532115,3.886963,1000,4,1,1484803912,1493757807,0,POINT (11.532115 3.886963),Yaounde,Centre,urban,0.012910843
UMTS,624,2,31022,32375,0,11.51573181,3.869247437,1000,1,1,1491318955,1491318955,0,POINT (11.515731811523 3.8692474365234),Yaounde,Centre,urban,0.008013316
UMTS,624,2,31022,32393,0,11.49375916,3.91456604,1000,2,1,1485688023,1491318950,0,POINT (11.493759155273 3.9145660400391),Yaounde,Centre,urban,0.013955817
UMTS,624,2,31022,32395,0,11.49650574,3.91456604,1000,2,1,1485688023,1491318950,0,POINT (11.496505737305 3.9145660400391),Yaounde,Centre,urban,0.006206621
UMTS,624,2,31022,32411,0,11.534958,3.957596,1000,3,1,1487904835,1492300701,0,POINT (11.534958 3.957596),Okoa,Centre,rural,0.001716568
UMTS,624,2,31022,32413,0,11.52809143,3.950271606,1000,1,1,1492305170,1492305170,0,POINT (11.528091430664 3.9502716064453),Okoa,Centre,rural,0.001341515
UMTS,624,2,31022,32415,0,11.52809143,3.950271606,1000,1,1,1492303694,1492303694,0,POINT (11.528091430664 3.9502716064453),Okoa,Centre,rural,0.000357585
UMTS,624,2,31022,32416,0,11.52809143,3.950271606,1000,1,1,1492302177,1492302177,0,POINT (11.528091430664 3.9502716064453),Okoa,Centre,rural,0.000595522
UMTS,624,2,31022,32417,0,11.506577,3.897171,1000,3,1,1485444584,1491318955,0,POINT (11.506577 3.897171),Yaounde,Centre,urban,0.002101946
UMTS,624,2,31022,32418,0,11.507492,3.894653,1000,2,1,1485688023,1491318950,0,POINT (11.507492 3.894653),Yaounde,Centre,urban,0.001260625
UMTS,624,2,31022,32419,0,11.49787903,3.906326294,1000,1,1,1491318950,1491318950,0,POINT (11.49787902832 3.9063262939453),Yaounde,Centre,urban,0.000689084
UMTS,624,2,31022,32421,0,11.50337219,3.903579712,1000,2,1,1485688023,1491318955,0,POINT (11.503372192383 3.9035797119141),Yaounde,Centre,urban,0.002696417
UMTS,624,2,31022,32422,0,11.50886536,3.893966675,1000,2,1,1485115680,1491318955,0,POINT (11.508865356445 3.8939666748047),Yaounde,Centre,urban,0.003234987
UMTS,624,2,31022,32423,0,11.497192,3.913879,1000,2,1,1485688023,1491318950,0,POINT (11.497192 3.913879),Yaounde,Centre,urban,0.011794315
UMTS,624,2,31022,32434,0,11.528535,3.891548,1000,1,1,1492540200,1492540200,0,POINT (11.528535 3.891548),Yaounde,Centre,urban,0.002900181
UMTS,624,2,31022,32487,0,11.52259827,3.888473511,1000,1,1,1491318955,1491318955,0,POINT (11.522598266602 3.8884735107422),Yaounde,Centre,urban,0.002928282
UMTS,624,2,31022,32507,0,11.5171051,3.876113892,1000,1,1,1491318955,1491318955,0,POINT (11.517105102539 3.8761138916016),Yaounde,Centre,urban,0.000338928
UMTS,624,2,31022,32608,0,11.57066345,3.91456604,1000,1,1,1485765614,1485765614,0,POINT (11.570663452148 3.9145660400391),Yaounde,Centre,urban,0.000352658
UMTS,624,2,31022,32611,0,11.54182434,3.907699585,1000,1,1,1489220931,1489220931,0,POINT (11.54182434082 3.9076995849609),Yaounde,Centre,urban,0.002203096
UMTS,624,2,31022,32629,0,11.544671,3.923021,1000,4,1,1490635399,1505869424,0,POINT (11.544671 3.923021),Yaounde,Centre,urban,0.001897752
UMTS,624,2,31022,32631,0,11.540613,3.929198,1000,1,1,1494851226,1494851226,0,POINT (11.540613 3.929198),Yaounde,Centre,urban,0.001483455
UMTS,624,2,31022,32633,0,11.543198,3.921432,1000,2,1,1490635399,1492302136,0,POINT (11.543198 3.921432),Yaounde,Centre,urban,0.002030085
UMTS,624,2,31022,32642,0,11.5789032,3.929672241,1000,1,1,1486985263,1486985263,0,POINT (11.578903198242 3.9296722412109),Okoa,Centre,rural,0.000277165
UMTS,624,2,31022,32644,0,11.5789032,3.929672241,1000,1,1,1486985263,1486985263,0,POINT (11.578903198242 3.9296722412109),Okoa,Centre,rural,0.00062804
UMTS,624,2,31022,32645,0,11.5789032,3.929672241,1000,1,1,1486985263,1486985263,0,POINT (11.578903198242 3.9296722412109),Okoa,Centre,rural,0.002103944
UMTS,624,2,31022,32679,0,11.51985168,3.862380981,1000,1,1,1490441438,1490441438,0,POINT (11.51985168457 3.8623809814453),Yaounde,Centre,urban,0.000302984
UMTS,624,2,31022,32706,0,11.52397156,3.888473511,1000,1,1,1485505617,1485505617,0,POINT (11.523971557617 3.8884735107422),Yaounde,Centre,urban,0.000675257
UMTS,624,2,31022,32716,0,11.53358459,3.955764771,1000,1,1,1490934319,1490934319,0,POINT (11.533584594727 3.9557647705078),Okoa,Centre,rural,0.008533254
UMTS,624,2,31022,32717,0,11.53633118,3.958511353,1000,1,1,1486434455,1486434455,0,POINT (11.536331176758 3.9585113525391),Okoa,Centre,rural,0.010425365
UMTS,624,2,31022,32762,0,11.517792,3.865128,1000,2,1,1485541691,1491318955,0,POINT (11.517792 3.865128),Yaounde,Centre,urban,0.003302507
UMTS,624,2,31022,32763,0,11.51435852,3.869247437,1000,1,1,1490441438,1490441438,0,POINT (11.514358520508 3.8692474365234),Yaounde,Centre,urban,0.006391267
UMTS,624,2,31022,32765,0,11.517105,3.865814,1000,2,1,1485541691,1491318955,0,POINT (11.517105 3.865814),Yaounde,Centre,urban,0.004858593
UMTS,624,2,31022,32766,0,11.5171051,3.866500854,1000,1,1,1485518327,1485518327,0,POINT (11.517105102539 3.8665008544922),Yaounde,Centre,urban,0.004382376
UMTS,624,2,31022,33062,0,11.530151,3.914566,1000,4,1,1488855999,1492394146,0,POINT (11.530151 3.914566),Yaounde,Centre,urban,0.001431485
UMTS,624,2,31022,33063,0,11.54594421,3.915939331,1000,1,1,1490605940,1490605940,0,POINT (11.545944213867 3.9159393310547),Yaounde,Centre,urban,0.000212899
UMTS,624,2,31022,33065,0,11.531004,3.914362,1000,4,1,1488855999,1505867927,0,POINT (11.531004 3.914362),Yaounde,Centre,urban,0.000232083
UMTS,624,2,31022,33066,0,11.53678,3.901316,1000,11,1,1490795428,1494170474,0,POINT (11.53678 3.901316),Yaounde,Centre,urban,0.00771587
UMTS,624,2,31022,33067,0,11.535421,3.898599,1000,15,1,1492540200,1494098638,0,POINT (11.535421 3.898599),Yaounde,Centre,urban,0.001220152
UMTS,624,2,31022,33068,0,11.529821,3.905912,1111,2,1,1490974111,1493878895,0,POINT (11.529821 3.905912),Yaounde,Centre,urban,0.001676674
UMTS,624,2,31022,33069,0,11.538561,3.901488,1000,5,1,1491810480,1494174274,0,POINT (11.538561 3.901488),Yaounde,Centre,urban,0.001676674
UMTS,624,2,31022,33069,0,11.54319763,3.903579712,1000,1,1,1485111062,1485111062,0,POINT (11.543197631836 3.9035797119141),Yaounde,Centre,urban,0.005571645
UMTS,624,2,31022,33071,0,11.535418,3.898551,1000,9,1,1492540200,1494098734,0,POINT (11.535418 3.898551),Yaounde,Centre,urban,0.004767391
UMTS,624,2,31022,33072,0,11.49375916,3.913192749,1000,1,1,1491318950,1491318950,0,POINT (11.493759155273 3.9131927490234),Yaounde,Centre,urban,0.00245961
UMTS,624,2,31022,33079,0,11.533754,3.898591,1000,2,1,1493925719,1493925719,0,POINT (11.533754 3.898591),Yaounde,Centre,urban,0.001768323
UMTS,624,2,31022,33082,0,11.531854,3.898224,1000,6,1,1492540200,1493832287,0,POINT (11.531854 3.898224),Yaounde,Centre,urban,0.004197769
UMTS,624,2,31022,33083,0,11.54319763,3.903579712,1000,1,1,1492445446,1492445446,0,POINT (11.543197631836 3.9035797119141),Yaounde,Centre,urban,0.001151152
UMTS,624,2,31022,33085,0,11.531826,3.898741,1000,7,1,1492540200,1493919158,0,POINT (11.531826 3.898741),Yaounde,Centre,urban,0.000826612
UMTS,624,2,31022,33135,0,11.49375916,3.91456604,1000,1,1,1491318950,1491318950,0,POINT (11.493759155273 3.9145660400391),Yaounde,Centre,urban,0.002283691
UMTS,624,2,31022,33531,0,11.54182434,3.893966675,1000,8,1,1484267126,1485143275,0,POINT (11.54182434082 3.8939666748047),Yaounde,Centre,urban,0.000426185
UMTS,624,2,31022,33533,0,11.5486908,3.893966675,1000,1,1,1484103855,1484103855,0,POINT (11.548690795898 3.8939666748047),Yaounde,Centre,urban,0.001116245
UMTS,624,2,31022,33534,0,11.542217,3.893967,1000,7,1,1484267126,1485143275,0,POINT (11.542217 3.893967),Yaounde,Centre,urban,0.001160692
UMTS,624,2,31022,33583,0,11.52397156,3.896713257,1000,1,1,1491550391,1491550391,0,POINT (11.523971557617 3.8967132568359),Yaounde,Centre,urban,0.001746725
UMTS,624,2,31022,33585,0,11.50611877,3.931045532,1000,1,1,1491550237,1491550237,0,POINT (11.506118774414 3.9310455322266),Yaounde,Centre,urban,0.00126467
UMTS,624,2,31022,33586,0,11.52397156,3.896713257,1000,1,1,1491550356,1491550356,0,POINT (11.523971557617 3.8967132568359),Yaounde,Centre,urban,0.007885841
UMTS,624,2,31022,33588,0,11.50611877,3.931045532,1000,1,1,1491545512,1491545512,0,POINT (11.506118774414 3.9310455322266),Yaounde,Centre,urban,0.00270417
UMTS,624,2,31022,33589,0,11.521963,3.945655,1000,1,1,1505837183,1505837183,0,POINT (11.521963 3.945655),Yaounde,Centre,urban,0.003791799
UMTS,624,2,31022,33591,0,11.520538,3.929672,1000,2,1,1490974111,1491550514,0,POINT (11.520538 3.929672),Yaounde,Centre,urban,0.009116584
UMTS,624,2,31022,33592,0,11.5171051,3.940658569,1000,1,1,1490949539,1490949539,0,POINT (11.517105102539 3.9406585693359),Yaounde,Centre,urban,0.004167032
UMTS,624,2,31022,33594,0,11.51985168,3.929672241,1000,1,1,1490949831,1490949831,0,POINT (11.51985168457 3.9296722412109),Yaounde,Centre,urban,0.00064232
UMTS,624,2,31022,33733,0,11.56929016,3.910446167,1000,1,1,1485765614,1485765614,0,POINT (11.569290161133 3.9104461669922),Yaounde,Centre,urban,0.077680916
UMTS,624,2,31022,33735,0,11.56311,3.906326,1000,2,1,1485530908,1485765614,0,POINT (11.56311 3.906326),Yaounde,Centre,urban,0.005263326
UMTS,624,2,31022,33738,0,11.561737,3.906326,1000,2,1,1485530908,1488787526,0,POINT (11.561737 3.906326),Yaounde,Centre,urban,0.009656387
UMTS,624,2,31022,34011,0,11.52122498,3.88710022,1000,1,1,1484925305,1484925305,0,POINT (11.521224975586 3.8871002197266),Yaounde,Centre,urban,0.001391303
UMTS,624,2,31022,34052,0,11.50474548,3.882980347,1000,1,1,1491318950,1491318950,0,POINT (11.504745483398 3.8829803466797),Yaounde,Centre,urban,0.002456947
UMTS,624,2,31022,35330,0,11.52122498,3.88710022,1000,1,1,1485223230,1485223230,0,POINT (11.521224975586 3.8871002197266),Yaounde,Centre,urban,0.002473227
UMTS,624,2,31022,36079,0,11.49925232,3.913192749,1000,1,1,1491318950,1491318950,0,POINT (11.499252319336 3.9131927490234),Yaounde,Centre,urban,0.010940762
UMTS,624,2,31022,36087,0,11.532135,3.923451,1000,7,1,1493757817,1493757817,0,POINT (11.532135 3.923451),Yaounde,Centre,urban,0.000143339
UMTS,624,2,31022,36088,0,11.52397156,3.915939331,1000,2,1,1490610532,1490610532,0,POINT (11.523971557617 3.9159393310547),Yaounde,Centre,urban,0.077141923
UMTS,624,2,31022,36091,0,11.526668,3.91779,1000,7,1,1490638350,1493674455,0,POINT (11.526668 3.91779),Yaounde,Centre,urban,0.003901084
UMTS,624,2,31022,36092,0,11.525345,3.915939,1000,2,1,1490431722,1492077932,0,POINT (11.525345 3.915939),Yaounde,Centre,urban,0.007090997
UMTS,624,2,31022,36093,0,11.51985168,3.924179077,1000,1,1,1490949867,1490949867,0,POINT (11.51985168457 3.9241790771484),Yaounde,Centre,urban,0.000148874
UMTS,624,2,31022,36739,0,11.52809143,3.91456604,1000,1,1,1491525092,1491525092,0,POINT (11.528091430664 3.9145660400391),Yaounde,Centre,urban,0.008850853
UMTS,624,2,31022,36741,0,11.52809143,3.915939331,1000,1,1,1491197891,1491197891,0,POINT (11.528091430664 3.9159393310547),Yaounde,Centre,urban,0.007735702
UMTS,624,2,31022,36742,0,11.528091,3.912964,1000,6,1,1488300772,1492475824,0,POINT (11.528091 3.912964),Yaounde,Centre,urban,0.013923584
GSM,624,2,31022,36742,0,11.52809143,3.915939331,1000,1,1,1491529602,1491529602,0,POINT (11.528091430664 3.9159393310547),Yaounde,Centre,urban,0.080455237
UMTS,624,2,31022,36743,0,11.536021,3.901393,1000,6,1,1494169385,1494169385,0,POINT (11.536021 3.901393),Yaounde,Centre,urban,0.001835667
UMTS,624,2,31022,36744,0,11.53541,3.898537,1000,9,1,1492540200,1493929236,0,POINT (11.53541 3.898537),Yaounde,Centre,urban,0.02505618
UMTS,624,2,31022,36745,0,11.5322113,3.899459839,1000,1,1,1490282472,1490282472,0,POINT (11.532211303711 3.8994598388672),Yaounde,Centre,urban,0.01316596
UMTS,624,2,31022,36746,0,11.556931,3.904266,1000,2,1,1485328149,1488791673,0,POINT (11.556931 3.904266),Yaounde,Centre,urban,0.060759671
UMTS,624,2,31022,36751,0,11.530151,3.908043,1000,4,1,1487205722,1491535507,0,POINT (11.530151 3.908043),Yaounde,Centre,urban,0.060759671
UMTS,624,2,31022,36753,0,11.532669,3.922893,1000,4,1,1493748764,1493748764,0,POINT (11.532669 3.922893),Yaounde,Centre,urban,0.014555117
UMTS,624,2,31022,36754,0,11.524658,3.915939,1000,2,1,1489825715,1490406914,0,POINT (11.524658 3.915939),Yaounde,Centre,urban,0.000325025
UMTS,624,2,31022,36756,0,11.54319763,3.903579712,1000,4,1,1485133606,1492445440,0,POINT (11.543197631836 3.9035797119141),Yaounde,Centre,urban,0.000744117
UMTS,624,2,31022,36757,0,11.541824,3.893143,1000,5,1,1485133606,1492445446,0,POINT (11.541824 3.893143),Yaounde,Centre,urban,0.000812092
UMTS,624,2,31022,36763,0,11.54319763,3.903579712,1000,1,1,1491786498,1491786498,0,POINT (11.543197631836 3.9035797119141),Yaounde,Centre,urban,0.000594582
UMTS,624,2,31022,36768,0,11.534316,3.897349,1000,4,1,1492453800,1493920665,0,POINT (11.534316 3.897349),Yaounde,Centre,urban,0.031316565
UMTS,624,2,31022,36774,0,11.544179,3.89377,1000,7,1,1484128030,1485111062,0,POINT (11.544179 3.89377),Yaounde,Centre,urban,0.062178696
UMTS,624,2,31022,36775,0,11.54182434,3.893966675,1000,5,1,1484267126,1485111062,0,POINT (11.54182434082 3.8939666748047),Yaounde,Centre,urban,0.012129689
UMTS,624,2,31022,36776,0,11.554004,3.898265,1000,20,1,1486798361,1494428798,0,POINT (11.554004 3.898265),Yaounde,Centre,urban,0.001884718
UMTS,624,2,31022,36777,0,11.55006409,3.895339966,1000,1,1,1484714881,1484714881,0,POINT (11.550064086914 3.8953399658203),Yaounde,Centre,urban,0.101181811
UMTS,624,2,31022,36778,0,11.548004,3.900146,1000,2,1,1481867545,1482256079,0,POINT (11.548004 3.900146),Yaounde,Centre,urban,0.00576245
UMTS,624,2,31022,36795,0,11.528729,3.915219,1000,3,1,1490763145,1505867862,0,POINT (11.528729 3.915219),Yaounde,Centre,urban,0.001049584
UMTS,624,2,31022,36796,0,11.555099,3.88298,1000,3,1,1491174495,1491388551,0,POINT (11.555099 3.88298),Yaounde,Centre,urban,0.002368494
UMTS,624,2,31022,36799,0,11.513672,3.89328,1000,2,1,1490367444,1491318955,0,POINT (11.513672 3.89328),Yaounde,Centre,urban,0.007553342
UMTS,624,2,31022,36802,0,11.51023865,3.893966675,1000,1,1,1485420782,1485420782,0,POINT (11.510238647461 3.8939666748047),Yaounde,Centre,urban,0.004864898
UMTS,624,2,31022,36803,0,11.54077,3.883478,2118,24,1,1484267127,1493716686,0,POINT (11.54077 3.883478),Yaounde,Centre,urban,0.008318489
UMTS,624,2,31022,36804,0,11.53495789,3.884353638,1000,1,1,1484238344,1484238344,0,POINT (11.534957885742 3.8843536376953),Yaounde,Centre,urban,0.006105009
UMTS,624,2,31022,36805,0,11.519509,3.881678,2582,45,1,1484423278,1493719574,0,POINT (11.519509 3.881678),Yaounde,Centre,urban,0.00079779
UMTS,624,2,31022,36806,0,11.52259827,3.891220093,1000,2,1,1485526076,1485666553,0,POINT (11.522598266602 3.8912200927734),Yaounde,Centre,urban,0.003626023
UMTS,624,2,31022,36808,0,11.49238586,3.91456604,1000,1,1,1491318950,1491318950,0,POINT (11.492385864258 3.9145660400391),Yaounde,Centre,urban,0.00316703
UMTS,624,2,31022,36812,0,11.48963928,3.91456604,1000,1,1,1491318950,1491318950,0,POINT (11.489639282227 3.9145660400391),Yaounde,Centre,urban,0.009376347
UMTS,624,2,31022,36813,0,11.522817,3.916117,1000,3,1,1491626130,1505837152,0,POINT (11.522817 3.916117),Yaounde,Centre,urban,0.004917055
UMTS,624,2,31022,36814,0,11.52397156,3.91456604,1000,1,1,1491710016,1491710016,0,POINT (11.523971557617 3.9145660400391),Yaounde,Centre,urban,0.056534986
UMTS,624,2,31022,36815,0,11.520126,3.8974,1294,10,1,1485115680,1491318955,0,POINT (11.520126 3.8974),Yaounde,Centre,urban,0.005907389
UMTS,624,2,31022,36817,0,11.537704,3.879776,1000,9,1,1484966283,1491318955,0,POINT (11.537704 3.879776),Yaounde,Centre,urban,0.001590007
UMTS,624,2,31022,36818,0,11.53907776,3.881607056,1000,1,1,1486391606,1486391606,0,POINT (11.539077758789 3.8816070556641),Yaounde,Centre,urban,0.0044671
UMTS,624,2,31022,36819,0,11.5019989,3.910446167,1000,1,1,1491318955,1491318955,0,POINT (11.501998901367 3.9104461669922),Yaounde,Centre,urban,0.002867112
UMTS,624,2,31022,36826,0,11.504059,3.900146,1000,2,1,1485115680,1491318950,0,POINT (11.504059 3.900146),Yaounde,Centre,urban,0.010098185
UMTS,624,2,31022,36828,0,11.49101257,3.911819458,1000,1,1,1491318950,1491318950,0,POINT (11.491012573242 3.9118194580078),Yaounde,Centre,urban,0.001843609
UMTS,624,2,31022,36863,0,11.53862,3.880234,1000,3,1,1485526076,1491318955,0,POINT (11.53862 3.880234),Yaounde,Centre,urban,0.001445696
UMTS,624,2,31022,36914,0,11.5171051,3.866500854,1000,1,1,1485518327,1485518327,0,POINT (11.517105102539 3.8665008544922),Yaounde,Centre,urban,0.009703652
UMTS,624,2,31022,36915,0,11.516418,3.866501,1000,2,1,1485541691,1491318955,0,POINT (11.516418 3.866501),Yaounde,Centre,urban,0.007487427
UMTS,624,2,31022,36921,0,11.54045105,3.877487183,1000,1,1,1484969711,1484969711,0,POINT (11.540451049805 3.8774871826172),Yaounde,Centre,urban,0.008528495
UMTS,624,2,31022,36974,0,11.49513245,3.913192749,1000,2,1,1485688023,1491318950,0,POINT (11.495132446289 3.9131927490234),Yaounde,Centre,urban,0.009833835
UMTS,624,2,31022,37133,0,11.54594421,3.903579712,1000,2,1,1485336901,1486985263,0,POINT (11.545944213867 3.9035797119141),Yaounde,Centre,urban,0.006911181
UMTS,624,2,31022,37203,0,11.59263611,3.974990845,1000,1,1,1486985263,1486985263,0,POINT (11.592636108398 3.9749908447266),Okoa,Centre,rural,0.009003209
UMTS,624,2,31022,37555,0,11.5171051,3.940658569,1000,1,1,1490949539,1490949539,0,POINT (11.517105102539 3.9406585693359),Yaounde,Centre,urban,0.004133361
UMTS,624,2,31022,37618,0,11.521225,3.89653,1000,15,1,1484496432,1491318955,0,POINT (11.521225 3.89653),Yaounde,Centre,urban,0.000648161
UMTS,624,2,31022,37619,0,11.521577,3.896756,2553,4,1,1485248060,1505837180,0,POINT (11.521577 3.896756),Yaounde,Centre,urban,0.000492357
UMTS,624,2,31022,37668,0,11.51985168,3.918685913,1000,2,1,1490309545,1491552569,0,POINT (11.51985168457 3.9186859130859),Yaounde,Centre,urban,0.000742534
UMTS,624,2,31022,37669,0,11.523972,3.917313,1000,3,1,1488870675,1491551252,0,POINT (11.523972 3.917313),Yaounde,Centre,urban,0.005258282
UMTS,624,2,31022,37671,0,11.51985168,3.924179077,1000,1,1,1491550678,1491550678,0,POINT (11.51985168457 3.9241790771484),Yaounde,Centre,urban,0.000929393
UMTS,624,2,31022,37673,0,11.51985168,3.925552368,1000,1,1,1486985263,1486985263,0,POINT (11.51985168457 3.9255523681641),Yaounde,Centre,urban,0.010832473
UMTS,624,2,31022,37674,0,11.5171051,3.940658569,1000,1,1,1490949580,1490949580,0,POINT (11.517105102539 3.9406585693359),Yaounde,Centre,urban,0.00457085
UMTS,624,2,31022,37675,0,11.52946472,3.951644897,1000,1,1,1492149113,1492149113,0,POINT (11.52946472168 3.9516448974609),Okoa,Centre,rural,0.002208213
UMTS,624,2,31022,37676,0,11.52809143,3.950271606,1000,1,1,1492302587,1492302587,0,POINT (11.528091430664 3.9502716064453),Okoa,Centre,rural,0.002739848
