,cell,mcc,net,area,lon,lat,zone,road,dist_road,traffic,priority
24797,20651,624,2,14,10.130081176757999,3.7992095947266002,0,POINT (10.12975122602919 3.799114168157047),0.038115011706590284,0.657576327187461,0.0
24798,2605,624,2,12,9.912415,3.983231,1,POINT (9.912666639357724 3.983589966360341),0.048707139586702065,0.869972742058873,0.0
24799,20653,624,2,14,10.130081176757999,3.7992095947266002,0,POINT (10.12975122602919 3.799114168157047),0.038115011706590284,0.26698909380845903,0.0
24800,6532,624,2,20012,9.817314,3.9876940000000003,1,POINT (9.822813978442156 3.999503680087514),1.4479764844656289,0.2764906300457406,0.0
24801,19758725,624,2,31007,11.480026245117,3.9008331298828,1,POINT (11.45625823031966 3.895397089911199),2.7051653429450764,0.3502785396770366,0.0
24802,19823808,624,2,31005,9.6837615966797,4.0422821044922,1,POINT (9.690484430633205 4.042171422916169),0.745786968144525,0.06716298870083237,0.0
24803,19822301,624,2,31001,9.6974945068359,4.0409088134766,1,POINT (9.696171468117399 4.04289997794001),0.2656248913763453,0.6727427393385456,0.0
24804,9603,624,1,211,11.511612,3.881607,1,POINT (11.5160988163702 3.881202672162971),0.4997931388531572,0.8668927767296309,0.0
24805,3692,624,1,211,11.518478393555,3.8816070556641002,1,POINT (11.51754419175344 3.882593481356565),0.15090459437558518,0.27105152381431974,0.0
24806,15042,624,1,520,11.495132446289,3.8404083251953,1,POINT (11.49677257840398 3.844803084165534),0.5214539226085632,0.8000348454867817,0.0
24807,12873,624,1,212,11.481399536133,3.9008331298828,1,POINT (11.45625823031966 3.895397089911199),2.8538661163864982,0.3457626945324097,0.0
24808,5272,624,1,211,11.514816,3.87886,1,POINT (11.51594769065596 3.878848195561545),0.12555686463889928,0.5656065195941549,0.0
24809,4616,624,1,304,11.512985229492,3.8445281982422,1,POINT (11.51320915525113 3.844962256506818),0.05428361334005871,0.16789846289258092,0.0
24810,6935,624,1,202,11.521224975586,3.8774871826172,1,POINT (11.51607727487902 3.878978282698796),0.5946691665100905,0.3771241131362004,0.0
24811,131143859,624,1,51,11.495132446289,3.8404083251953,1,POINT (11.49677257840398 3.844803084165534),0.5214539226085632,0.34569708260028154,0.0
24812,131142817,624,1,51,11.514358520508,3.8747406005858998,1,POINT (11.51501176734763 3.87478775020719),0.07266108632710572,0.23698116149829074,0.0
24813,131137559,624,1,51,11.480025999999999,3.9017489999999997,1,POINT (11.45625823031966 3.895397089911199),2.7296989805674015,0.21633457065057293,0.0
24814,131144467,624,1,51,11.521224975586,3.8774871826172,1,POINT (11.51607727487902 3.878978282698796),0.5946691665100905,0.8034297200052927,0.0
24815,131142821,624,1,51,11.514358520508,3.8719940185547,1,POINT (11.51468059835324 3.871783759928832),0.042700853912941046,0.7293964228793635,0.0
24816,131154973,624,1,51,11.492385864258,3.8184356689453,1,POINT (11.50834463392533 3.821849493781968),1.810825795526651,0.5305914338385361,0.0
24817,131167043,624,1,51,11.513672,3.8809199999999997,1,POINT (11.5160988163702 3.881202672162971),0.27105938252230627,0.11911253685229972,0.0
24818,131154975,624,1,51,11.501998901367,3.8225555419922,1,POINT (11.50803517406018 3.82345622080129),0.6771563949088221,0.7558508584960358,0.0
24819,19823861,624,2,31008,9.738602,4.014154,1,POINT (9.735725333917088 4.015390320267414),0.3474397753306205,0.6542057071055375,0.0
24820,82637,624,1,1,9.686636,4.046082,1,POINT (9.690008338532948 4.046412330645836),0.3758513796262947,0.8976096078088509,0.0
24821,1280099,624,2,1009,10.411605834961,5.482864379882799,1,POINT (10.41168492117353 5.483004988103346),0.017918674480432422,0.03390663091419688,0.0
24822,19830230,624,2,31023,9.767532000000001,4.049423,1,POINT (9.768217194835984 4.047331322509763),0.2446861138131534,0.1598389044687909,0.0
24823,1280211,624,2,1009,10.411605834961,5.482864379882799,1,POINT (10.41168492117353 5.483004988103346),0.017918674480432422,0.6833061118020162,0.0
24824,19757713,624,2,31022,11.554349,3.898312,1,POINT (11.55475799782513 3.899653671799797),0.15593434306183548,0.4351656728954284,0.0
