radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
UMTS,624,1,521,131142839,0,11.517105102539,3.8074493408203,1000,1,1,1440902014,1440902014,0
UMTS,624,1,417,69901,0,10.206985473633,6.0019683837891,1000,1,1,1434176884,1434176884,0
UMTS,624,1,401,69901,0,10.16716003418,5.9621429443359,1000,1,1,1431355653,1431355653,0
UMTS,624,1,52,131221333,0,13.393936,9.317093,1000,3,1,1458867117,1488334762,0
UMTS,624,1,10011,131139419,0,11.491012573242,3.8472747802734,1000,1,1,1431050031,1431050031,0
UMTS,624,1,401,69057,0,10.186386108398,5.9648895263672,1000,1,1,1432560005,1432560005,0
UMTS,624,1,53,131139347,0,11.512985229492,3.8390350341797,1000,1,1,1458089300,1458089300,0
UMTS,624,1,401,84639,0,10.164413452148,5.9442901611328,1000,1,1,1433007278,1433007278,0
UMTS,624,1,10011,131137872,0,11.528091430664,3.7731170654297,1000,1,1,1427817355,1427817355,0
UMTS,624,1,10011,131138037,0,11.521224975586,3.8596343994141,1000,1,1,1432723810,1432723810,0
UMTS,624,1,53,131142149,0,11.514358520508,3.8445281982422,1000,1,1,1458089256,1458089256,0
UMTS,624,1,10011,131138737,0,11.511611938477,3.8816070556641,1000,1,1,1430527676,1430527676,0
UMTS,624,1,10011,131137898,0,11.491012573242,3.8568878173828,1000,1,1,1433007277,1433007277,0
UMTS,624,1,512,69508,0,9.7016143798828,4.0546417236328,1000,1,1,1444309646,1444309646,0
UMTS,624,1,512,65749,0,9.6933746337891,4.0299224853516,1000,1,1,1444364758,1444364758,0
UMTS,624,1,10011,131138043,0,11.517105102539,3.8417816162109,1000,1,1,1429883796,1429883796,0
UMTS,624,1,10011,131141271,0,11.534957885742,3.8568878173828,1000,1,1,1427528055,1427528055,0
UMTS,624,1,10011,131142217,0,11.540451049805,3.8733673095703,1000,1,1,1430058367,1430058367,0
UMTS,624,1,10011,131142097,0,11.491012573242,3.8843536376953,1000,1,1,1432375811,1432375811,0
UMTS,624,1,10011,131139642,0,11.510238647461,3.9008331298828,1000,1,1,1429883796,1429883796,0
UMTS,624,1,10011,131142233,0,11.515731811523,3.8211822509766,1000,1,1,1430456621,1430456621,0
UMTS,624,1,10011,131139423,0,11.489639282227,3.8500213623047,1000,1,1,1430972914,1430972914,0
UMTS,624,1,10011,131142788,0,11.49787902832,3.8816070556641,1000,1,1,1430058367,1430058367,0
UMTS,624,1,10011,131142118,0,11.530838012695,3.8747406005859,1000,1,1,1432962411,1432962411,0
UMTS,624,1,10011,131140282,0,11.532211303711,3.8706207275391,1000,1,1,1430627965,1430627965,0
UMTS,624,1,10011,131142122,0,11.537704467773,3.8857269287109,1000,1,1,1430892898,1430892898,0
UMTS,624,1,10011,131141237,0,11.477279663086,3.8610076904297,1000,1,1,1431360525,1431360525,0
UMTS,624,1,10011,131142222,0,11.55143737793,3.8678741455078,1000,1,1,1431782625,1431782625,0
UMTS,624,1,10011,131139637,0,11.511611938477,3.9022064208984,1000,1,1,1430456622,1430456622,0
UMTS,624,1,10011,131139508,0,11.495132446289,3.8651275634766,1000,1,1,1427625258,1427625258,0
UMTS,624,1,10011,131142938,0,11.514358520508,3.8637542724609,1000,1,1,1428063517,1428063517,0
UMTS,624,1,10011,131150509,0,11.55143737793,3.8692474365234,1000,1,1,1431066735,1431066735,0
UMTS,624,1,10011,131142927,0,11.503372192383,3.8623809814453,1000,1,1,1432200491,1432200491,0
UMTS,624,1,10011,131153239,0,11.481399536133,3.8472747802734,1000,1,1,1430058367,1430058367,0
UMTS,624,1,10011,131148581,0,11.51985168457,3.8884735107422,1000,1,1,1431918414,1431918414,0
UMTS,624,1,10011,131142872,0,11.566543579102,3.8692474365234,1000,1,1,1431782625,1431782625,0
UMTS,624,1,10011,131143987,0,11.499252319336,3.8747406005859,1000,1,1,1427625287,1427625287,0
UMTS,624,1,10011,131143548,0,11.54182434082,3.8417816162109,1000,1,1,1432916355,1432916355,0
UMTS,624,1,10011,131144059,0,11.489639282227,3.8857269287109,1000,1,1,1428988266,1428988266,0
UMTS,624,1,10011,131142908,0,11.48551940918,3.8541412353516,1000,1,1,1433007277,1433007277,0
UMTS,624,1,10011,131143859,0,11.495132446289,3.8445281982422,1000,1,1,1430396790,1430396790,0
UMTS,624,1,10011,131142959,0,11.547317504883,3.8871002197266,1000,1,1,1430972914,1430972914,0
UMTS,624,1,10011,131148582,0,11.515731811523,3.8788604736328,1000,1,1,1430562739,1430562739,0
UMTS,624,1,10011,131143582,0,11.55143737793,3.8321685791016,1000,1,1,1430456622,1430456622,0
UMTS,624,1,10011,131142832,0,11.51985168457,3.8623809814453,1000,1,1,1432635846,1432635846,0
UMTS,624,1,10011,131143579,0,11.55143737793,3.8307952880859,1000,1,1,1427625258,1427625258,0
UMTS,624,1,10011,131153261,0,11.548690795898,3.8541412353516,1000,1,1,1430456622,1430456622,0
UMTS,624,1,10011,131154189,0,11.523971557617,3.8719940185547,1000,1,1,1430972914,1430972914,0
UMTS,624,1,13056,131148659,0,11.488265991211,3.8445281982422,1000,1,1,1456385078,1456385078,0
UMTS,624,1,13312,131221337,0,13.393020629883,9.3170928955078,1000,1,1,1457532731,1457532731,0
UMTS,624,2,1001,751045,0,9.6741485595703,4.0738677978516,1000,1,1,1429377943,1429377943,0
UMTS,624,1,13056,131165487,0,11.506118774414,3.8362884521484,1000,1,1,1454326318,1454326318,0
UMTS,624,2,1001,750929,0,9.6892547607422,4.0326690673828,1000,1,1,1456680127,1456680127,0
UMTS,624,1,10011,131155878,0,11.536331176758,3.8884735107422,1000,1,1,1430972914,1430972914,0
UMTS,624,2,1001,750955,0,9.6686553955078,4.0793609619141,1000,1,1,1429377943,1429377943,0
UMTS,624,1,13056,131143857,0,11.492385864258,3.8404083251953,1000,1,1,1451524230,1451524230,0
UMTS,624,2,1001,751042,0,9.6741485595703,4.0738677978516,1000,1,1,1429377943,1429377943,0
UMTS,624,2,11,1772,0,9.5986175537109,4.1109466552734,1000,1,1,1430779790,1430779790,0
UMTS,624,1,13312,131216524,0,13.386154174805,9.2964935302734,1000,1,1,1457532720,1457532720,0
UMTS,624,2,1001,751320,0,9.74144,4.049149,1000,2,1,1458867121,1471588438,0
UMTS,624,2,1001,751293,0,9.695847,4.043381,1000,5,1,1458867121,1479175078,0
UMTS,624,2,1001,751358,0,9.7098541259766,4.0464019775391,1000,1,1,1452528252,1452528252,0
UMTS,624,2,1001,751309,0,9.691315,4.027863,1000,2,1,1458867121,1463027085,0
UMTS,624,2,1001,751129,0,9.698868,4.025459,1000,4,1,1458867121,1480308153,0
UMTS,624,2,1001,751050,0,9.6988677978516,4.0422821044922,1000,3,1,1458867120,1479271278,0
UMTS,624,2,1001,751068,0,9.6961212158203,4.0477752685547,1000,1,1,1433063020,1433063020,0
UMTS,624,2,1001,751290,0,9.709946,4.05217,1000,15,1,1458867121,1481789790,0
UMTS,624,2,1001,751270,0,9.6961212158203,4.0491485595703,1000,1,1,1430473442,1430473442,0
UMTS,624,2,1001,751247,0,9.7029876708984,4.0436553955078,1000,2,1,1458867121,1474956103,0
UMTS,624,2,1001,751071,0,9.6974945068359,4.0464019775391,1000,1,1,1428233397,1428233397,0
UMTS,624,2,1001,751199,0,9.7112274169922,4.0381622314453,1000,3,1,1458867121,1477635747,0
UMTS,624,2,1001,751331,0,9.7029876708984,4.0285491943359,1000,1,1,1426641926,1426641926,0
UMTS,624,2,1001,751051,0,9.7016143798828,4.0395355224609,1000,1,1,1439975066,1439975066,0
UMTS,624,2,1001,751311,0,9.685135,4.028549,1000,2,1,1458867121,1465118216,0
UMTS,624,2,1001,751194,0,9.7126007080078,4.0326690673828,1000,1,1,1451733767,1451733767,0
UMTS,624,2,1001,751289,0,9.718781,4.045029,1000,4,1,1458867121,1470723258,0
UMTS,624,2,1001,751489,0,9.7002410888672,4.0367889404297,1000,1,1,1444813127,1444813127,0
UMTS,624,2,1001,751595,0,9.7084808349609,4.0285491943359,1000,1,1,1449743545,1449743545,0
UMTS,624,2,1001,751647,0,9.7112274169922,4.0244293212891,1000,1,1,1434808232,1434808232,0
UMTS,624,2,1001,751584,0,9.7139739990234,4.0312957763672,1000,1,1,1435305747,1435305747,0
UMTS,624,2,1001,751765,0,9.6906280517578,4.0477752685547,1000,2,1,1458867122,1473927735,0
UMTS,624,2,1001,751371,0,9.6988677978516,4.0560150146484,1000,1,1,1453657428,1453657428,0
UMTS,624,2,1001,751748,0,9.7304534912109,4.0148162841797,1000,1,1,1433941267,1433941267,0
UMTS,624,2,1001,751758,0,9.7002410888672,4.0464019775391,1000,4,1,1458867122,1479000075,0
UMTS,624,2,1001,751624,0,9.7002410888672,4.0326690673828,1000,1,1,1434202869,1434202869,0
UMTS,624,2,1001,751719,0,9.7043609619141,4.0271759033203,1000,1,1,1455425551,1455425551,0
UMTS,624,2,1001,751760,0,9.6947479248047,4.0491485595703,1000,2,1,1458867122,1473927735,0
UMTS,624,2,1001,751730,0,9.724274,4.049835,1000,4,1,1458867122,1471863049,0
UMTS,624,2,1001,751721,0,9.7016143798828,4.0175628662109,1000,1,1,1455339823,1455339823,0
UMTS,624,2,1001,751491,0,9.7057342529297,4.0367889404297,1000,1,1,1439975066,1439975066,0
UMTS,624,2,1001,751655,0,9.699692,4.046402,1000,5,1,1458867122,1481703432,0
UMTS,624,2,1001,752899,0,9.7180938720703,4.0395355224609,1000,1,1,1434808248,1434808248,0
UMTS,624,2,1001,752783,0,9.6851348876953,4.0464019775391,1000,1,1,1428233369,1428233369,0
UMTS,624,2,1001,752869,0,9.7126007080078,4.0024566650391,1000,1,1,1453263009,1453263009,0
UMTS,624,2,1001,753121,0,9.7757720947266,4.0354156494141,1000,1,1,1430131054,1430131054,0
UMTS,624,2,1001,751772,0,9.6920013427734,4.0450286865234,1000,2,1,1458867122,1469523152,0
UMTS,624,2,1001,752840,0,9.682388,4.0345,1000,3,1,1458867122,1471595948,0
UMTS,624,2,1001,752845,0,9.7029876708984,4.0381622314453,1000,1,1,1454997932,1454997932,0
UMTS,624,2,1001,753119,0,9.7785186767578,4.0340423583984,1000,1,1,1430131075,1430131075,0
UMTS,624,2,1001,752958,0,9.5917510986328,4.1164398193359,1000,1,1,1427767119,1427767119,0
UMTS,624,2,1001,752663,0,9.6974945068359,4.0573883056641,1000,1,1,1447816256,1447816256,0
UMTS,624,2,1001,752808,0,9.7016143798828,4.0505218505859,1000,1,1,1448613669,1448613669,0
UMTS,624,2,1001,752774,0,9.7057342529297,4.0422821044922,1000,1,1,1441088854,1441088854,0
UMTS,624,2,1001,751767,0,9.6947479248047,4.0464019775391,1000,7,1,1458867122,1484541480,0
UMTS,624,2,1001,751794,0,9.6865081787109,4.0642547607422,1000,1,1,1429016603,1429016603,0
UMTS,624,2,1001,752680,0,9.6988677978516,4.0381622314453,1000,1,1,1439975260,1439975260,0
UMTS,624,2,1001,753090,0,9.7606658935547,4.0244293212891,1000,1,1,1430892202,1430892202,0
UMTS,624,2,1001,752993,0,9.7235870361328,4.0312957763672,1000,1,1,1430145895,1430145895,0
UMTS,624,2,1001,753752,0,9.2072296142578,4.0093231201172,1000,1,1,1427767119,1427767119,0
UMTS,624,2,1002,816713,0,9.7647857666016,4.0532684326172,1000,1,1,1453633170,1453633170,0
UMTS,624,2,1001,753689,0,9.2086029052734,4.0120697021484,1000,1,1,1427374910,1427374910,0
UMTS,624,2,1002,816643,0,9.7167205810547,4.0464019775391,1000,1,1,1431174942,1431174942,0
UMTS,624,2,1002,816715,0,9.7483062744141,4.0779876708984,1000,1,1,1445518240,1445518240,0
UMTS,624,2,1002,816526,0,9.7277069091797,4.0697479248047,1000,1,1,1430131075,1430131075,0
UMTS,624,2,1001,755392,0,9.6823883056641,4.0312957763672,1000,1,1,1450234873,1450234873,0
UMTS,624,2,1002,816511,0,9.7249603271484,4.0738677978516,1000,1,1,1457161520,1457161520,0
UMTS,624,2,1002,816691,0,9.738235,4.088516,1000,3,1,1458867123,1480308148,0
UMTS,624,2,1001,754539,0,9.6933746337891,4.0367889404297,1000,1,1,1453004499,1453004499,0
UMTS,624,2,1002,752948,0,9.7620391845703,4.0505218505859,1000,1,1,1429498196,1429498196,0
UMTS,624,2,1001,755404,0,9.7208404541016,4.0436553955078,1000,1,1,1457536163,1457536163,0
UMTS,624,2,1002,816938,0,9.7579193115234,4.0862274169922,1000,1,1,1448546191,1448546191,0
UMTS,624,2,1002,816948,0,9.7579193115234,4.0985870361328,1000,1,1,1453612979,1453612979,0
UMTS,624,2,1002,817018,0,9.7428131103516,4.0601348876953,1000,1,1,1452528405,1452528405,0
UMTS,624,2,1002,817021,0,9.7222137451172,4.0505218505859,1000,1,1,1454475723,1454475723,0
UMTS,624,2,1002,816781,0,9.7345733642578,4.0930938720703,1000,1,1,1444642157,1444642157,0
UMTS,624,2,1002,816841,0,9.7126007080078,4.0491485595703,1000,1,1,1454997932,1454997932,0
UMTS,624,2,1002,817237,0,9.7249603271484,4.0752410888672,1000,1,1,1456255787,1456255787,0
UMTS,624,2,1002,816936,0,9.7661590576172,4.0862274169922,1000,1,1,1446127584,1446127584,0
UMTS,624,2,1002,817209,0,9.74041,4.053612,2747,4,1,1458867124,1471575071,0
UMTS,624,2,1002,816870,0,9.752426,4.086914,1000,2,1,1458867123,1476596277,0
UMTS,624,2,1002,816836,0,9.7606658935547,4.0670013427734,1000,1,1,1437666549,1437666549,0
UMTS,624,2,1002,816873,0,9.7441864013672,4.0889739990234,1000,4,1,1458867123,1475244439,0
UMTS,624,2,1002,818059,0,10.15754699707,5.9593963623047,1000,1,1,1428487479,1428487479,0
UMTS,624,2,1002,817010,0,9.7441864013672,4.0724945068359,1000,1,1,1446127584,1446127584,0
UMTS,624,2,1002,818086,0,10.432205200195,5.4828643798828,1000,1,1,1427454112,1427454112,0
UMTS,624,2,1002,816944,0,9.7661590576172,4.0862274169922,1000,1,1,1446722806,1446722806,0
UMTS,624,2,1002,818053,0,10.150680541992,5.9593963623047,1000,1,1,1428312465,1428312465,0
UMTS,624,2,1002,817077,0,9.7537994384766,4.0546417236328,1000,1,1,1434998647,1434998647,0
UMTS,624,2,1002,818689,0,9.7675323486328,4.0491485595703,1000,1,1,1455239286,1455239286,0
UMTS,624,2,1002,819395,0,9.7386932373047,4.0848541259766,1000,3,1,1458867125,1480308159,0
UMTS,624,2,1002,818589,0,9.7386932373047,4.0656280517578,1000,1,1,1442043695,1442043695,0
UMTS,624,2,1002,818684,0,9.7853851318359,4.0587615966797,1000,1,1,1455322572,1455322572,0
UMTS,624,2,1002,819445,0,9.747208,4.091995,1000,5,1,1458867125,1469891729,0
UMTS,624,2,1002,820906,0,9.7689056396484,4.0642547607422,1000,1,1,1450206370,1450206370,0
UMTS,624,2,1002,818577,0,9.7716522216797,4.1150665283203,1000,2,1,1458867124,1461577698,0
UMTS,624,2,1002,819347,0,9.9378204345703,4.9568939208984,1000,1,1,1430779791,1430779791,0
UMTS,624,2,1002,818581,0,9.744873,4.073181,1000,2,1,1458867124,1461334133,0
UMTS,624,2,1002,818587,0,9.7359466552734,4.0670013427734,1000,1,1,1447129161,1447129161,0
UMTS,624,2,1002,819431,0,9.7483062744141,4.0766143798828,1000,1,1,1439008377,1439008377,0
UMTS,624,2,1002,820151,0,9.7435,4.092407,1000,2,1,1458867125,1474343879,0
UMTS,624,2,1002,818463,0,9.7895050048828,4.0670013427734,1000,1,1,1454847411,1454847411,0
UMTS,624,2,1002,818297,0,9.7180938720703,4.0779876708984,1000,1,1,1426641926,1426641926,0
UMTS,624,2,1002,819361,0,9.750366,4.081421,1000,2,1,1458867125,1476596247,0
UMTS,624,2,1002,820187,0,9.7400665283203,4.0491485595703,1000,1,1,1456105039,1456105039,0
UMTS,624,2,1002,819433,0,9.7661590576172,4.0793609619141,1000,1,1,1444057480,1444057480,0
UMTS,624,2,1002,822736,0,9.7359466552734,4.0560150146484,1000,1,1,1453554778,1453554778,0
UMTS,624,2,1002,818280,0,9.7235870361328,4.0793609619141,1000,1,1,1434808538,1434808538,0
UMTS,624,2,1003,883256,0,11.556930541992,3.8665008544922,1000,1,1,1450924148,1450924148,0
UMTS,624,2,1003,883200,0,11.467666625977,3.8912200927734,1000,1,1,1427147599,1427147599,0
UMTS,624,2,1003,883040,0,11.530838,3.821869,1000,2,1,1458867125,1463027577,0
UMTS,624,2,1003,883252,0,11.554871,3.877487,1000,2,1,1458867125,1469859701,0
UMTS,624,2,1003,883039,0,11.536331176758,3.8417816162109,1000,1,1,1453876281,1453876281,0
UMTS,624,2,1003,883033,0,11.534957885742,3.8239288330078,1000,1,1,1453215223,1453215223,0
UMTS,624,2,1003,883031,0,11.500625610352,3.8376617431641,1000,1,1,1443592877,1443592877,0
UMTS,624,2,1003,882903,0,11.506118774414,3.8019561767578,1000,1,1,1446265832,1446265832,0
UMTS,624,2,1003,882986,0,11.486892700195,3.8665008544922,1000,1,1,1430044243,1430044243,0
UMTS,624,2,1003,883389,0,11.571121,3.882065,1000,3,1,1458867125,1481883705,0
UMTS,624,2,1003,882967,0,11.537018,3.873367,1000,2,1,1458867125,1479869606,0
UMTS,624,2,1003,883073,0,11.547318,3.858948,1000,2,1,1458867125,1478614927,0
UMTS,624,2,1003,883036,0,11.536331176758,3.8253021240234,1000,1,1,1443578232,1443578232,0
UMTS,624,2,1003,883075,0,11.548690795898,3.8637542724609,1000,1,1,1445844131,1445844131,0
UMTS,624,2,1003,883302,0,11.534271,3.858948,1000,2,1,1458867125,1466656688,0
UMTS,624,2,1003,883320,0,11.540451049805,3.8101959228516,1000,1,1,1442666965,1442666965,0
UMTS,624,2,1003,883363,0,11.584396362305,3.8582611083984,1000,1,1,1453200570,1453200570,0
UMTS,624,2,1003,883169,0,11.543198,3.856201,1000,2,1,1458867125,1476126678,0
UMTS,624,2,1003,883043,0,11.532898,3.827362,1000,2,1,1458867125,1478614927,0
UMTS,624,2,1003,883174,0,11.525344848633,3.8005828857422,1000,1,1,1457245082,1457245082,0
UMTS,624,2,1003,883431,0,11.504745483398,3.8253021240234,1000,2,1,1458867125,1472641899,0
UMTS,624,2,1003,883387,0,11.556930541992,3.8816070556641,1000,1,1,1453879530,1453879530,0
UMTS,624,2,1003,883549,0,11.556930541992,3.8568878173828,1000,1,1,1451802484,1451802484,0
UMTS,624,2,1004,948415,0,11.539077758789,3.9214324951172,1000,1,1,1456840818,1456840818,0
UMTS,624,2,1003,884300,0,11.580276489258,3.8541412353516,1000,1,1,1453200570,1453200570,0
UMTS,624,2,1003,883441,0,11.522598266602,3.8115692138672,1000,1,1,1443196447,1443196447,0
UMTS,624,2,1003,886030,0,11.543197631836,3.8651275634766,1000,1,1,1450799269,1450799269,0
UMTS,624,2,1003,888113,0,11.528091430664,3.8513946533203,1000,1,1,1449508825,1449508825,0
UMTS,624,2,1003,884267,0,11.508865356445,3.7731170654297,1000,1,1,1457245082,1457245082,0
UMTS,624,2,1003,884266,0,11.517105102539,3.7813568115234,1000,1,1,1444026065,1444026065,0
UMTS,624,2,1003,884277,0,11.521224975586,3.8513946533203,1000,1,1,1449463291,1449463291,0
UMTS,624,2,1003,884425,0,11.558303833008,3.8582611083984,1000,1,1,1451320627,1451320627,0
UMTS,624,2,1003,885099,0,11.508865,3.828735,1000,2,1,1458867126,1476126678,0
UMTS,624,2,1003,884301,0,11.578903198242,3.8459014892578,1000,1,1,1433795947,1433795947,0
UMTS,624,2,1003,885713,0,11.510238647461,3.8321685791016,1000,1,1,1457534535,1457534535,0
UMTS,624,2,1003,885507,0,11.554183959961,3.8665008544922,1000,2,1,1458867126,1469859706,0
UMTS,624,2,1003,884691,0,11.513535,3.850021,1000,5,1,1458867126,1473820512,0
UMTS,624,2,1003,950102,0,11.515731811523,3.8239288330078,1000,1,1,1447850246,1447850246,0
UMTS,624,2,1003,885094,0,11.511611938477,3.8335418701172,1000,1,1,1438434011,1438434011,0
UMTS,624,2,1003,884330,0,11.521224975586,3.8060760498047,1000,1,1,1454777788,1454777788,0
UMTS,624,2,1004,948652,0,11.526718139648,3.8706207275391,1000,1,1,1452135351,1452135351,0
UMTS,624,2,1004,948661,0,11.545944213867,3.9104461669922,1000,1,1,1455849286,1455849286,0
UMTS,624,2,1004,948651,0,11.536331176758,3.8788604736328,1000,1,1,1452049062,1452049062,0
UMTS,624,2,1004,948690,0,11.511611938477,3.8816070556641,1000,1,1,1436238855,1436238855,0
UMTS,624,2,1004,948546,0,11.51985168457,3.8541412353516,1000,1,1,1449899524,1449899524,0
UMTS,624,2,1004,948643,0,11.525344848633,3.9090728759766,1000,1,1,1455809323,1455809323,0
UMTS,624,2,1004,948726,0,11.533584594727,3.9022064208984,1000,1,1,1436936066,1436936066,0
UMTS,624,2,1004,948641,0,11.539077758789,3.9076995849609,1000,1,1,1455345049,1455345049,0
UMTS,624,2,1004,948503,0,11.530838012695,3.8884735107422,1000,1,1,1436936066,1436936066,0
UMTS,624,2,1004,948547,0,11.523971557617,3.8541412353516,1000,1,1,1445843847,1445843847,0
UMTS,624,2,1004,948722,0,11.532211303711,3.9035797119141,1000,1,1,1441091143,1441091143,0
UMTS,624,2,1004,948637,0,11.521224975586,3.8871002197266,1000,1,1,1446791301,1446791301,0
UMTS,624,2,1004,948689,0,11.517105102539,3.8706207275391,1000,1,1,1430363264,1430363264,0
UMTS,624,2,1004,948416,0,11.533584594727,3.9076995849609,1000,1,1,1453257249,1453257249,0
UMTS,624,2,1004,948773,0,11.518478393555,3.9379119873047,1000,1,1,1441090905,1441090905,0
UMTS,624,2,1004,948693,0,11.515731811523,3.8719940185547,1000,1,1,1453293141,1453293141,0
UMTS,624,2,1004,948582,0,11.559677124023,3.8980865478516,1000,1,1,1455881300,1455881300,0
UMTS,624,2,1004,948653,0,11.528091430664,3.8733673095703,1000,1,1,1452135351,1452135351,0
UMTS,624,2,1004,948733,0,11.523971557617,3.8980865478516,1000,1,1,1455599340,1455599340,0
UMTS,624,2,1004,948691,0,11.518478393555,3.8829803466797,1000,1,1,1442116728,1442116728,0
UMTS,624,2,1004,948417,0,11.52946472168,3.9186859130859,1000,1,1,1436202275,1436202275,0
UMTS,624,2,1004,948506,0,11.537704467773,3.8692474365234,1000,1,1,1453554505,1453554505,0
UMTS,624,2,1004,949951,0,11.512985229492,3.8637542724609,1000,1,1,1436516029,1436516029,0
UMTS,624,2,1004,948983,0,11.51985168457,3.9296722412109,1000,1,1,1435141959,1435141959,0
UMTS,624,2,1004,949946,0,11.522598266602,3.8678741455078,1000,1,1,1454901808,1454901808,0
UMTS,624,2,1004,949067,0,11.587142944336,3.9763641357422,1000,1,1,1434610638,1434610638,0
UMTS,624,2,1004,948951,0,11.545944213867,3.8788604736328,1000,1,1,1453879530,1453879530,0
UMTS,624,2,1004,949218,0,14.33235168457,10.610733032227,1000,1,1,1429442942,1429442942,0
UMTS,624,2,1004,948822,0,11.522598266602,3.8610076904297,1000,1,1,1450924148,1450924148,0
UMTS,624,2,1004,948893,0,11.545944213867,3.9118194580078,1000,1,1,1455809323,1455809323,0
UMTS,624,2,1004,949138,0,13.686904907227,4.5833587646484,1000,1,1,1445485279,1445485279,0
UMTS,624,2,1004,948987,0,11.51985168457,3.9296722412109,1000,1,1,1433407431,1433407431,0
UMTS,624,2,1004,949096,0,11.525344848633,3.9022064208984,1000,1,1,1441257948,1441257948,0
UMTS,624,2,1004,949100,0,11.525344848633,3.9022064208984,1000,1,1,1435908757,1435908757,0
UMTS,624,2,1004,948803,0,11.545944213867,3.8788604736328,1000,1,1,1451008183,1451008183,0
UMTS,624,2,1004,949193,0,11.150436401367,2.9230499267578,1000,1,1,1441883979,1441883979,0
UMTS,624,2,1004,948933,0,11.556930541992,3.8925933837891,1000,1,1,1453638743,1453638743,0
UMTS,624,2,1004,949873,0,11.518478393555,3.8678741455078,1000,1,1,1445843847,1445843847,0
UMTS,624,2,1004,949222,0,14.303512573242,10.590133666992,1000,1,1,1429442913,1429442913,0
UMTS,624,2,1004,949143,0,13.678665161133,4.5764923095703,1000,1,1,1445485328,1445485328,0
UMTS,624,2,1004,948887,0,11.547317504883,3.8994598388672,1000,1,1,1457060211,1457060211,0
UMTS,624,2,1004,948807,0,11.52946472168,3.8733673095703,1000,1,1,1451008183,1451008183,0
UMTS,624,2,1004,949916,0,11.540451049805,3.9104461669922,1000,1,1,1436172198,1436172198,0
UMTS,624,2,1004,948889,0,11.556930541992,3.9008331298828,1000,1,1,1447381754,1447381754,0
UMTS,624,1,51,131156223,0,11.523971557617,3.7895965576172,1000,2,1,1458867117,1473326284,0
UMTS,624,1,10011,131139351,0,11.515731811523,3.8431549072266,1000,1,1,1430456651,1430456651,0
UMTS,624,1,10011,131138588,0,11.600875854492,3.9791107177734,1000,1,1,1432351188,1432351188,0
UMTS,624,1,10011,131138667,0,11.504745483398,3.8266754150391,1000,1,1,1429763954,1429763954,0
UMTS,624,1,202,131139707,0,11.514358520508,3.8692474365234,1000,1,1,1427625229,1427625229,0
UMTS,624,1,410,77243,0,10.381393432617,5.5034637451172,1000,1,1,1433007277,1433007277,0
UMTS,624,1,10011,131137997,0,11.525344848633,3.9090728759766,1000,1,1,1427625229,1427625229,0
UMTS,624,1,10011,5277,0,11.514358520508,3.8747406005859,1000,1,1,1427625229,1427625229,0
UMTS,624,1,417,69899,0,10.200119018555,5.9964752197266,1000,1,1,1433007190,1433007190,0
UMTS,624,1,52,131224039,0,13.577042,7.319347,1000,7,1,1458867117,1488519649,0
UMTS,624,1,10011,131137998,0,11.518478393555,3.8994598388672,1000,1,1,1432263398,1432263398,0
UMTS,624,1,10011,131138571,0,11.545944213867,3.8871002197266,1000,1,1,1432635846,1432635846,0
UMTS,624,1,10011,131137902,0,11.493759155273,3.8623809814453,1000,1,1,1433007277,1433007277,0
UMTS,624,1,401,66649,0,10.149307250977,5.9566497802734,1000,1,1,1433521149,1433521149,0
UMTS,624,1,10011,131141268,0,11.539077758789,3.8486480712891,1000,1,1,1430839621,1430839621,0
UMTS,624,1,10011,131141482,0,11.523971557617,3.8980865478516,1000,1,1,1433007277,1433007277,0
UMTS,624,1,10011,131139713,0,11.512985229492,3.8665008544922,1000,1,1,1430562740,1430562740,0
UMTS,624,1,10011,131142231,0,11.515731811523,3.8239288330078,1000,1,1,1432263398,1432263398,0
UMTS,624,1,10011,131142242,0,11.521224975586,3.8596343994141,1000,1,1,1430644514,1430644514,0
UMTS,624,1,10011,131142108,0,11.525344848633,3.9200592041016,1000,1,1,1432635846,1432635846,0
UMTS,624,1,10011,131140727,0,11.578903198242,3.9255523681641,1000,1,1,1428063517,1428063517,0
UMTS,624,1,10011,131141737,0,11.49787902832,3.8816070556641,1000,1,1,1429653451,1429653451,0
UMTS,624,1,10011,131140422,0,11.521224975586,3.8651275634766,1000,1,1,1430030148,1430030148,0
UMTS,624,1,10011,131142239,0,11.522598266602,3.8610076904297,1000,1,1,1432298171,1432298171,0
UMTS,624,1,10011,131140277,0,11.536331176758,3.8761138916016,1000,1,1,1430742958,1430742958,0
UMTS,624,1,10011,131142937,0,11.510238647461,3.8692474365234,1000,1,1,1427625229,1427625229,0
UMTS,624,1,10011,131153102,0,11.545944213867,3.8871002197266,1000,1,1,1432635846,1432635846,0
UMTS,624,1,10011,131153073,0,11.540451049805,3.8761138916016,1000,1,1,1430030177,1430030177,0
UMTS,624,1,10011,131143857,0,11.495132446289,3.8445281982422,1000,1,1,1430644496,1430644496,0
UMTS,624,1,10011,131142842,0,11.528091430664,3.7731170654297,1000,1,1,1426120765,1426120765,0
UMTS,624,1,10011,131143861,0,11.495132446289,3.8445281982422,1000,1,1,1430116893,1430116893,0
UMTS,624,1,10011,131153127,0,11.559677124023,3.8719940185547,1000,1,1,1431782625,1431782625,0
