radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
GSM,624,2,65298,36081,0,11.540858,3.873927,1721,54,1,1337360678,1358507513,0
GSM,624,2,18,36081,0,11.541651,3.874223,12859,403,1,1337360759,1363241759,0
GSM,624,2,18,91,0,11.541484,3.874638,3542,295,1,1337360875,1363241771,0
GSM,624,2,18,93,0,11.539764,3.875396,3492,264,1,1337360875,1363160114,0
GSM,624,2,18,36444,0,11.543142,3.877451,4222,581,1,1337360875,1408433870,0
GSM,624,2,18,37161,0,11.536518,3.877056,5051,471,1,1337360875,1408433870,0
GSM,624,2,65298,91,0,11.539749,3.873215,1575,45,1,1337361200,1356610092,0
GSM,624,2,18,36082,0,11.538728,3.87103,12691,302,1,1337361200,1363525447,0
GSM,624,2,18,36083,0,11.540099,3.875309,2432,324,1,1337361200,1363160114,0
GSM,624,2,18,92,0,11.539116,3.872599,3200,218,1,1337361200,1363241771,0
GSM,624,2,18,36131,0,11.533207,3.86918,3354,568,1,1337361200,1363575020,0
GSM,624,2,18,36133,0,11.530092,3.868783,5014,1107,1,1337364361,1363533890,0
GSM,624,2,18,9213,0,11.530167,3.867997,3301,706,1,1337364517,1363533881,0
GSM,624,2,18,37162,0,11.530323,3.870259,4850,897,1,1337364517,1408433870,0
GSM,624,2,18,9932,0,11.53017,3.870539,4459,599,1,1337364517,1453901642,0
GSM,624,2,18,36492,0,11.533603,3.867709,4919,627,1,1337364517,1363576257,0
GSM,624,2,17,35062,0,11.529447,3.869301,8368,310,1,1337364517,1361982346,0
GSM,624,2,21,36401,0,11.539946,3.856196,3292,381,1,1337364634,1382330425,0
GSM,624,2,18,36132,0,11.532547,3.865233,4668,908,1,1337364848,1363659623,0
GSM,624,2,18,9212,0,11.531049,3.866705,3879,563,1,1337364848,1363701142,0
GSM,624,2,18,37071,0,11.552743,3.852448,4143,163,1,1337364947,1360680130,0
GSM,624,2,18,36502,0,11.552324,3.850411,4364,127,1,1337365129,1361616623,0
GSM,624,2,21,4246,0,11.540135,3.858266,2495,274,1,1337365177,1467698553,0
GSM,624,2,21,36403,0,11.529576,3.861943,6220,706,1,1337365177,1408433870,0
GSM,624,2,21,9741,0,11.555436,3.852639,4345,395,1,1337365506,1451999446,0
GSM,624,2,18,9841,0,11.551885,3.851216,4560,138,1,1337365506,1361616623,0
GSM,624,2,18,9492,0,11.553258,3.850927,4048,132,1,1337365506,1360948361,0
GSM,624,2,18,37072,0,11.550315,3.850813,2877,137,1,1337365506,1361267412,0
GSM,624,2,18,9842,0,11.54901,3.851087,3674,116,1,1337365506,1360287801,0
GSM,624,2,21,9621,0,11.576688,3.854146,8258,297,1,1337365560,1452090197,0
GSM,624,2,21,9623,0,11.55553,3.851733,5650,349,1,1337365669,1451999446,0
GSM,624,2,21,36713,0,11.552985,3.853059,10740,449,1,1337365669,1451999446,0
GSM,624,2,21,36171,0,11.559936,3.851745,4809,212,1,1337365669,1419153825,0
GSM,624,2,18,36762,0,11.583665,3.85364,7524,293,1,1337365940,1362034311,0
GSM,624,2,18,9192,0,11.585458,3.854812,6711,260,1,1337365961,1356792387,0
GSM,624,2,21,36711,0,11.566792,3.852627,2963,127,1,1337366161,1419129195,0
GSM,624,2,21,37323,0,11.574996,3.852942,3084,71,1,1337366161,1362023786,0
GSM,624,2,21,36981,0,11.554676,3.854536,15960,650,1,1337366161,1419154429,0
GSM,624,2,21,10092,0,11.582451,3.853073,2990,36,1,1337366161,1348738685,0
GSM,624,2,21,10091,0,11.58622,3.8522,7298,116,1,1337366336,1349448340,0
GSM,624,2,21,37321,0,11.585698,3.852504,6764,229,1,1337366336,1362034311,0
GSM,624,2,18,36763,0,11.570782,3.859427,8182,139,1,1337366336,1360948361,0
GSM,624,2,21,37322,0,11.584148,3.852348,11047,72,1,1337366669,1362034611,0
GSM,624,2,18,9562,0,11.572964,3.862004,4929,302,1,1337376493,1357368775,0
GSM,624,2,18,9792,0,11.575969,3.858796,3853,95,1,1337376493,1354104651,0
GSM,624,2,21,37001,0,11.594637,3.803571,11598,331,1,1337376806,1382544665,0
GSM,624,2,18,9193,0,11.581233,3.854611,7756,79,1,1337377440,1356792687,0
GSM,624,2,18,9191,0,11.592923,3.854579,11764,110,1,1337377440,1362034311,0
GSM,624,2,21,36712,0,11.559386,3.845956,5157,151,1,1337377480,1424322370,0
GSM,624,2,19,10143,0,11.529832,3.859261,4372,239,1,1337378107,1363312583,0
GSM,624,2,65298,9842,0,11.546173,3.853912,2377,6,1,1337378229,1357303651,0
GSM,624,2,65298,9843,0,11.546631,3.849531,2678,14,1,1337378229,1360070569,0
GSM,624,2,18,37172,0,11.554889,3.865799,2982,483,1,1337378229,1362035253,0
GSM,624,2,65299,10143,0,11.5285,3.858187,2434,37,1,1337378364,1359367490,0
GSM,624,2,19,122,0,11.519718,3.858351,3945,1352,1,1337378396,1479719084,0
GSM,624,2,19,10142,0,11.530696,3.856462,3575,213,1,1337378543,1362023180,0
GSM,624,2,19,10141,0,11.533478,3.860564,2513,167,1,1337378543,1363500563,0
GSM,624,2,20,36523,0,11.501999,3.847032,3028,85,1,1337378723,1362807595,0
GSM,624,2,19,9582,0,11.518615,3.85612,4716,1218,1,1337378858,1484235966,0
GSM,624,2,19,37102,0,11.522476,3.858828,4479,1334,1,1337378858,1408433870,0
GSM,624,2,19,9872,0,11.521503,3.859035,3965,1330,1,1337378858,1448462349,0
GSM,624,2,19,35042,0,11.519644,3.858214,3939,1445,1,1337378858,1408433870,0
GSM,624,2,21,4262,0,11.514574,3.844655,3784,389,1,1337378977,1363570768,0
GSM,624,2,20,9523,0,11.503135,3.846588,3290,58,1,1337379171,1359724295,0
GSM,624,2,20,36223,0,11.496668,3.843643,4915,76,1,1337379171,1361718016,0
GSM,624,2,20,36522,0,11.50357,3.842365,4147,139,1,1337379171,1363696888,0
GSM,624,2,20,36521,0,11.504789,3.84744,3876,125,1,1337379171,1363696877,0
GSM,624,2,21,36061,0,11.516924,3.848533,14044,500,1,1337379484,1363501770,0
GSM,624,2,21,36063,0,11.513729,3.847085,9978,491,1,1337379484,1363570771,0
GSM,624,2,21,4263,0,11.513888,3.847007,13345,333,1,1337379484,1363501770,0
GSM,624,2,21,37121,0,11.514411,3.84718,13728,520,1,1337379484,1363570771,0
GSM,624,2,19,36482,0,11.528572,3.868904,5839,1099,1,1337418696,1361982346,0
GSM,624,2,18,9482,0,11.533563,3.866239,7697,776,1,1337418696,1363575020,0
GSM,624,2,18,9211,0,11.533709,3.868737,3258,398,1,1337418696,1363533890,0
GSM,624,2,18,10173,0,11.534053,3.866009,10140,704,1,1337423055,1363263270,0
GSM,624,2,65298,9211,0,11.530838,3.866776,1430,5,1,1337427766,1347297001,0
GSM,624,2,19,193,0,11.518172,3.865139,3457,493,1,1337428696,1479183237,0
GSM,624,2,19,9602,0,11.517673,3.867653,8196,1163,1,1337432794,1478705145,0
GSM,624,2,19,36692,0,11.518471,3.865608,18574,1219,1,1337432827,1382954427,0
GSM,624,2,19,9603,0,11.517641,3.867833,18350,1550,1,1337433002,1478705145,0
GSM,624,2,19,35002,0,11.517622,3.866803,13163,1823,1,1337433002,1423031916,0
GSM,624,2,19,36693,0,11.517242,3.8683,18309,2000,1,1337433002,1383099009,0
GSM,624,2,19,35051,0,11.515913,3.866084,4610,973,1,1337433002,1383099984,0
GSM,624,2,19,9601,0,11.517716,3.867595,18270,344,1,1337433002,1478747124,0
GSM,624,2,19,35053,0,11.511474,3.866017,3528,258,1,1337433175,1382928452,0
GSM,624,2,19,32,0,11.5179,3.867002,18435,1598,1,1337433330,1478705145,0
GSM,624,2,19,36033,0,11.517332,3.865444,4095,478,1,1337433330,1383009555,0
GSM,624,2,19,9262,0,11.510829,3.867589,3616,207,1,1337433657,1362811367,0
GSM,624,2,19,36342,0,11.509603,3.867238,3747,432,1,1337433657,1363673211,0
GSM,624,2,19,35003,0,11.516157,3.867383,18434,1768,1,1337433657,1423151010,0
GSM,624,2,19,37513,0,11.522336,3.865037,3695,136,1,1337433801,1408433870,0
GSM,624,2,19,10271,0,11.521425,3.865461,3712,309,1,1337433986,1481263217,0
GSM,624,2,19,36143,0,11.526635,3.865365,4254,553,1,1337433986,1408433870,0
GSM,624,2,19,37512,0,11.521831,3.865548,4388,222,1,1337433986,1408433870,0
GSM,624,2,19,37103,0,11.519833,3.864336,5238,1514,1,1337433986,1408433870,0
GSM,624,2,19,9083,0,11.527203,3.864965,3266,456,1,1337433986,1448462349,0
GSM,624,2,19,10273,0,11.522381,3.866165,3604,139,1,1337434314,1453299525,0
GSM,624,2,65298,9213,0,11.532835,3.869788,2013,33,1,1337434641,1357308716,0
GSM,624,2,18,9401,0,11.542212,3.877193,4136,501,1,1337437270,1472006360,0
GSM,624,2,18,36112,0,11.542876,3.880043,5114,689,1,1337437433,1408433870,0
GSM,624,2,18,9402,0,11.53948,3.876481,2719,355,1,1337437433,1472006360,0
GSM,624,2,18,36442,0,11.539562,3.876865,3438,386,1,1337437763,1408433870,0
GSM,624,2,18,6,0,11.543559,3.883688,5251,357,1,1337437763,1457060194,0
GSM,624,2,18,9403,0,11.538413,3.880438,7296,128,1,1337437763,1472006360,0
GSM,624,2,65298,36133,0,11.5314,3.865065,1890,22,1,1337438812,1358239577,0
GSM,624,2,19,36032,0,11.519745,3.863064,4432,758,1,1337439197,1408433870,0
GSM,624,2,19,9581,0,11.520582,3.860862,3545,2000,1,1337439575,1486287334,0
GSM,624,2,19,192,0,11.51938,3.864359,3835,393,1,1337439575,1471758690,0
GSM,624,2,19,37451,0,11.510364,3.880468,13317,910,1,1337440065,1363602950,0
GSM,624,2,19,10211,0,11.510867,3.879478,13207,613,1,1337440174,1363587725,0
GSM,624,2,19,9103,0,11.509943,3.876727,13113,579,1,1337440234,1361358424,0
GSM,624,2,19,35093,0,11.510345,3.877842,13130,399,1,1337440234,1361978826,0
GSM,624,2,19,10212,0,11.508146,3.878942,13399,271,1,1337440234,1362664367,0
GSM,624,2,19,37452,0,11.506808,3.879482,2938,243,1,1337440234,1362664367,0
GSM,624,2,65299,10211,0,11.507263,3.87989,1735,12,1,1337440387,1359363315,0
GSM,624,2,22,36371,0,11.500695,3.889178,17161,759,1,1337440442,1408433870,0
GSM,624,2,19,10213,0,11.506125,3.880548,2839,236,1,1337440566,1363587725,0
GSM,624,2,22,9124,0,11.498257,3.890543,17120,363,1,1337441557,1470214504,0
GSM,624,2,22,36203,0,11.49879,3.892815,16853,901,1,1337441557,1408433870,0
GSM,624,2,22,23,0,11.499442,3.89275,16834,547,1,1337441557,1483453792,0
GSM,624,2,22,36372,0,11.496232,3.883133,4740,442,1,1337441557,1408433870,0
GSM,624,2,22,9125,0,11.495852,3.883351,4188,315,1,1337441557,1479719084,0
GSM,624,2,22,36373,0,11.498747,3.891718,16969,523,1,1337441722,1383054239,0
GSM,624,2,19,36361,0,11.504331,3.882151,2365,106,1,1337441903,1360576060,0
GSM,624,2,22,36041,0,11.491187,3.873136,6816,525,1,1337442054,1424313872,0
GSM,624,2,19,36363,0,11.501041,3.883023,3632,129,1,1337442054,1361858202,0
GSM,624,2,22,111,0,11.489803,3.87152,5411,310,1,1337442054,1430532925,0
GSM,624,2,19,9102,0,11.511396,3.874826,4638,401,1,1337442449,1361189385,0
GSM,624,2,19,35092,0,11.512934,3.874088,4831,677,1,1337442715,1363341843,0
GSM,624,2,19,35023,0,11.515117,3.872337,12363,608,1,1337442715,1363341843,0
GSM,624,2,19,9583,0,11.515956,3.863302,7317,416,1,1337442715,1484674533,0
GSM,624,2,65299,9102,0,11.511993,3.874283,2403,54,1,1337442842,1359959957,0
GSM,624,2,19,37371,0,11.510691,3.874501,2994,258,1,1337442936,1363341843,0
GSM,624,2,19,9163,0,11.515662,3.871957,5205,831,1,1337443046,1363139126,0
GSM,624,2,19,36341,0,11.51351,3.871285,3680,492,1,1337443046,1363361385,0
GSM,624,2,19,9101,0,11.512702,3.876709,5014,344,1,1337443046,1361337603,0
GSM,624,2,19,37331,0,11.506869,3.877423,2641,86,1,1337443377,1362994971,0
GSM,624,2,19,10102,0,11.507923,3.874925,2940,67,1,1337443377,1363673211,0
GSM,624,2,21,4822,0,11.519331,3.848192,5066,596,1,1337443481,1408433870,0
GSM,624,2,65299,36593,0,11.522598266602,3.8459014892578,1000,1,1,1337423633,1337423633,0
GSM,624,2,19,36591,0,11.521099,3.861291,5689,2000,1,1337443708,1408433870,0
GSM,624,2,20,36561,0,11.515655,3.861395,4258,340,1,1337443708,1363178982,0
GSM,624,2,19,3041,0,11.514167,3.865181,4784,358,1,1337443708,1473073689,0
GSM,624,2,21,36402,0,11.537048,3.849888,4643,433,1,1337443723,1383061104,0
GSM,624,2,21,4821,0,11.524921,3.851654,3511,217,1,1337443874,1409124398,0
GSM,624,2,21,36051,0,11.519699,3.847181,3940,556,1,1337443874,1363196302,0
GSM,624,2,21,4823,0,11.519257,3.853196,4858,595,1,1337443874,1447080156,0
GSM,624,2,21,61,0,11.518732,3.843937,3914,395,1,1337443874,1363576759,0
GSM,624,2,21,9891,0,11.514533,3.845529,4898,361,1,1337443874,1363407039,0
GSM,624,2,21,47,0,11.538856,3.844528,4105,248,1,1337444084,1471918288,0
GSM,624,2,21,36323,0,11.53443,3.846547,11341,351,1,1337444205,1408433870,0
GSM,624,2,21,9731,0,11.543901,3.82448,3994,244,1,1337444450,1423312130,0
GSM,624,2,21,45,0,11.543213,3.846893,3623,266,1,1337444538,1471918288,0
GSM,624,2,21,46,0,11.540789,3.84149,3844,179,1,1337444538,1473734484,0
GSM,624,2,21,36983,0,11.539475,3.8517,4895,297,1,1337444538,1426216510,0
GSM,624,2,21,9733,0,11.538147,3.821198,5717,90,1,1337444626,1428206149,0
GSM,624,2,21,36973,0,11.533987,3.824277,4180,75,1,1337444676,1382813683,0
GSM,624,2,21,9292,0,11.540427,3.824983,8429,404,1,1337444869,1447080156,0
GSM,624,2,21,10202,0,11.530155,3.824869,5237,406,1,1337444869,1430044243,0
GSM,624,2,21,36511,0,11.513849,3.837196,17815,1021,1,1337444869,1363576759,0
GSM,624,2,21,36723,0,11.547859,3.826576,9011,289,1,1337444869,1423312130,0
GSM,624,2,21,36683,0,11.525229,3.814738,23032,166,1,1337445900,1361794938,0
GSM,624,2,21,36901,0,11.523869,3.828215,17509,654,1,1337447677,1363699646,0
GSM,624,2,21,37442,0,11.530869,3.826698,3661,179,1,1337447677,1408433870,0
GSM,624,2,21,9771,0,11.558431,3.806867,14124,403,1,1337447711,1361770458,0
GSM,624,2,21,37011,0,11.529407,3.807752,4939,118,1,1337447840,1361460845,0
GSM,624,2,21,9271,0,11.576158,3.802532,11831,98,1,1337448006,1360647280,0
GSM,624,2,21,36681,0,11.532812,3.814745,1915,32,1,1337448006,1358087357,0
GSM,624,2,21,9772,0,11.528013,3.803585,9668,70,1,1337449164,1361772414,0
GSM,624,2,21,36682,0,11.529704,3.811393,4801,109,1,1337449164,1360376297,0
GSM,624,2,21,9773,0,11.527737,3.808025,3554,62,1,1337449164,1360375697,0
GSM,624,2,21,37013,0,11.527773,3.803673,3864,56,1,1337449164,1360375697,0
GSM,624,2,21,37012,0,11.527455,3.800205,9829,69,1,1337449164,1363195687,0
GSM,624,2,21,9272,0,11.547863,3.809087,9447,78,1,1337449494,1361460845,0
GSM,624,2,21,36661,0,11.543884,3.830935,5341,118,1,1337449653,1383060818,0
GSM,624,2,21,36663,0,11.53514,3.83528,22202,256,1,1337449824,1422863167,0
GSM,624,2,21,36662,0,11.540047,3.826027,6647,214,1,1337449824,1383060822,0
GSM,624,2,21,9291,0,11.54765,3.827852,5749,223,1,1337450489,1428142681,0
GSM,624,2,21,36,0,11.55352,3.835936,11378,327,1,1337450489,1454425630,0
GSM,624,2,21,36982,0,11.549325,3.839968,5412,262,1,1337450489,1382500085,0
GSM,624,2,21,9633,0,11.550163,3.824845,5275,237,1,1337450489,1449580218,0
GSM,624,2,65301,46,0,11.541191,3.843789,1942,13,1,1337450661,1378737621,0
GSM,624,2,65301,36322,0,11.540146,3.842392,1289,9,1,1337450820,1358815617,0
GSM,624,2,21,36321,0,11.543581,3.84873,4746,269,1,1337450820,1383061107,0
GSM,624,2,21,10201,0,11.535682,3.832244,2850,91,1,1337450820,1477275479,0
GSM,624,2,65301,45,0,11.540108,3.840408,1731,12,1,1337451816,1359894999,0
GSM,624,2,21,36322,0,11.540625,3.840756,3761,150,1,1337451816,1383060971,0
GSM,624,2,21,4245,0,11.54212,3.855723,2724,237,1,1337451963,1467698553,0
GSM,624,2,21,9432,0,11.537382,3.850871,4308,417,1,1337452146,1472641899,0
GSM,624,2,21,9431,0,11.539599,3.85528,3035,345,1,1337452146,1471918288,0
GSM,624,2,21,36152,0,11.541159,3.854646,5258,264,1,1337452146,1383102084,0
GSM,624,2,65301,4245,0,11.539289,3.858895,2127,39,1,1337452860,1383102091,0
GSM,624,2,21,36153,0,11.539844,3.857994,3921,501,1,1337452869,1408433870,0
GSM,624,2,65301,36152,0,11.542923,3.855881,1903,15,1,1337453135,1379562821,0
GSM,624,2,21,36151,0,11.544318,3.857357,2989,272,1,1337453135,1419064101,0
GSM,624,2,18,37073,0,11.54505,3.85666,9789,307,1,1337453465,1363281350,0
GSM,624,2,18,10172,0,11.542289,3.858827,4086,284,1,1337453465,1363281361,0
GSM,624,2,17,2,0,11.534989,3.880957,2610,133,1,1337491759,1362450088,0
GSM,624,2,18,9483,0,11.532271,3.872366,4913,277,1,1337491759,1363525447,0
GSM,624,2,19,185,0,11.52886,3.871957,3181,150,1,1337491759,1481263217,0
GSM,624,2,19,121,0,11.520298,3.860819,3667,1057,1,1337493242,1483411068,0
GSM,624,2,65299,122,0,11.521495,3.861053,2591,61,1,1337493398,1380902090,0
GSM,624,2,19,9871,0,11.528093,3.864335,5108,1041,1,1337493398,1462163354,0
GSM,624,2,17,8062,0,11.525345,3.884625,4313,157,1,1337586298,1453901642,0
GSM,624,2,21,4244,0,11.543097,3.857387,3252,231,1,1337587056,1467698553,0
GSM,624,2,21,36173,0,11.551621,3.849808,4182,187,1,1337587056,1419161959,0
GSM,624,2,18,37412,0,11.542296,3.859089,3857,224,1,1337587056,1363281361,0
GSM,624,2,65301,9293,0,11.52946472168,3.8129425048828,1000,1,1,1337567543,1337567543,0
GSM,624,2,21,9273,0,11.543163,3.808577,24935,78,1,1337588389,1361460845,0
GSM,624,2,21,36821,0,11.519318,3.813792,22368,414,1,1337588389,1363177965,0
GSM,624,2,21,9412,0,11.527655,3.823455,5300,261,1,1337588389,1361259057,0
GSM,624,2,21,9293,0,11.536296,3.829328,3683,117,1,1337588958,1448887448,0
GSM,624,2,21,36972,0,11.543579,3.819885,4722,36,1,1337588958,1382367511,0
GSM,624,2,21,9743,0,11.538691,3.851213,3387,181,1,1337588987,1440503805,0
GSM,624,2,18,37413,0,11.536187,3.86718,8318,437,1,1337589906,1363500553,0
GSM,624,2,21,36161,0,11.539357,3.862405,7392,580,1,1337589906,1363560259,0
GSM,624,2,19,187,0,11.525465,3.871583,4266,137,1,1337590033,1481263217,0
GSM,624,2,19,35033,0,11.524732,3.872141,7201,215,1,1337590855,1361509333,0
GSM,624,2,19,9342,0,11.527156,3.870755,4090,276,1,1337590855,1474340148,0
GSM,624,2,18,37163,0,11.530529,3.875122,4528,209,1,1337590855,1408433870,0
GSM,624,2,20,9551,0,11.514411,3.858673,5360,130,1,1337593731,1361255067,0
GSM,624,2,19,36691,0,11.517603,3.866487,3674,386,1,1337594113,1382954125,0
GSM,624,2,65299,9871,0,11.524468,3.862147,2516,47,1,1337594919,1383043763,0
GSM,624,2,19,37101,0,11.528669,3.864856,4883,1297,1,1337595065,1408433870,0
GSM,624,2,19,9082,0,11.52854,3.863765,3273,593,1,1337595065,1448462349,0
GSM,624,2,19,36142,0,11.5291,3.862928,3544,784,1,1337595065,1383043763,0
GSM,624,2,19,9873,0,11.521475,3.863686,5419,1251,1,1337595065,1481263217,0
GSM,624,2,18,36443,0,11.536961,3.881671,5173,194,1,1337601344,1408433870,0
GSM,624,2,18,13,0,11.538555,3.869771,2155,63,1,1337606572,1359893800,0
GSM,624,2,18,36671,0,11.543132,3.871405,2125,21,1,1337606572,1363500563,0
GSM,624,2,19,123,0,11.520099,3.860983,4110,1012,1,1337609700,1479719084,0
GSM,624,2,21,36903,0,11.514656,3.834139,6085,614,1,1337609998,1363425693,0
GSM,624,2,19,35043,0,11.520008,3.861297,8901,1368,1,1337610279,1408433870,0
GSM,624,2,21,37122,0,11.513345,3.838593,3952,723,1,1337610478,1363525158,0
GSM,624,2,21,9892,0,11.513014,3.838426,5583,727,1,1337610478,1363403131,0
GSM,624,2,21,7010,0,11.514266,3.834544,20572,619,1,1337610478,1363695222,0
GSM,624,2,21,9233,0,11.517507,3.829647,3616,195,1,1337610478,1361074901,0
GSM,624,2,21,9893,0,11.511857,3.841978,3567,196,1,1337610868,1362617265,0
GSM,624,2,21,37123,0,11.507962,3.841729,3859,181,1,1337610868,1363655121,0
GSM,624,2,21,9501,0,11.51176,3.835687,20325,546,1,1337611066,1363425693,0
GSM,624,2,21,36512,0,11.508397,3.827936,5024,255,1,1337611455,1363504449,0
GSM,624,2,21,9502,0,11.51005,3.826941,16845,233,1,1337615136,1363504453,0
GSM,624,2,20,36251,0,11.48692,3.836293,6290,297,1,1337615136,1408433870,0
GSM,624,2,20,36221,0,11.50815,3.838134,19420,192,1,1337615704,1363699646,0
GSM,624,2,21,36073,0,11.519919,3.852965,3652,467,1,1337617664,1408433870,0
GSM,624,2,21,36072,0,11.521122,3.849263,4042,480,1,1337617819,1408433870,0
GSM,624,2,19,36592,0,11.518459,3.856765,6477,1261,1,1337617819,1408433870,0
GSM,624,2,19,35041,0,11.520485,3.860921,4307,1481,1,1337618200,1408433870,0
GSM,624,2,18,9931,0,11.533905,3.876961,6801,193,1,1337618332,1455414216,0
GSM,624,2,19,9341,0,11.531894,3.876265,6624,91,1,1337618777,1461421957,0
GSM,624,2,65298,36111,0,11.543541,3.88916,1000,4,1,1337624677,1358223246,0
GSM,624,2,18,36113,0,11.541497,3.890528,4067,256,1,1337624858,1382801203,0
GSM,624,2,18,37063,0,11.545915,3.886441,10016,379,1,1337624859,1408433870,0
GSM,624,2,18,36863,0,11.549438,3.893798,4825,57,1,1337624859,1382165611,0
GSM,624,2,18,37272,0,11.549699,3.895242,6171,365,1,1337624869,1383091617,0
GSM,624,2,18,36111,0,11.546188,3.888809,10277,377,1,1337625000,1383092218,0
GSM,624,2,18,5,0,11.548652,3.888305,14379,464,1,1337625240,1465201085,0
GSM,624,2,18,7,0,11.544424,3.890593,3653,206,1,1337625240,1451403341,0
GSM,624,2,18,9793,0,11.549972,3.884537,3726,15,1,1337625240,1360342893,0
GSM,624,2,65298,37272,0,11.548279,3.893005,3347,10,1,1337628497,1379925008,0
GSM,624,2,18,10043,0,11.547913,3.898366,6810,226,1,1337628724,1478420199,0
GSM,624,2,18,37273,0,11.546935,3.900523,19892,305,1,1337628724,1383091617,0
GSM,624,2,18,10041,0,11.552595,3.899126,7535,210,1,1337628724,1478420199,0
GSM,624,2,18,37033,0,11.546472,3.884671,9816,52,1,1337628794,1360637945,0
GSM,624,2,17,35061,0,11.531482,3.886045,4705,337,1,1337628794,1363159066,0
GSM,624,2,18,9833,0,11.547338,3.886229,3846,205,1,1337628916,1474512774,0
GSM,624,2,18,37053,0,11.548972,3.893405,8378,44,1,1337628916,1379858561,0
GSM,624,2,18,9143,0,11.549199,3.891576,3061,27,1,1337628916,1478420199,0
GSM,624,2,65297,1,0,11.536056,3.881332,2814,20,1,1337629297,1359361127,0
GSM,624,2,17,3,0,11.532605,3.885902,3768,227,1,1337629297,1362450088,0
GSM,624,2,17,36103,0,11.529375,3.885466,9598,274,1,1337629297,1362450088,0
GSM,624,2,19,36002,0,11.520255,3.867416,2879,432,1,1337673227,1408433870,0
GSM,624,2,19,35022,0,11.519693,3.869455,5245,423,1,1337673333,1363139126,0
GSM,624,2,19,35032,0,11.526299,3.868114,3653,252,1,1337673602,1363026046,0
GSM,624,2,19,186,0,11.525735,3.869435,2975,88,1,1337673602,1481263217,0
GSM,624,2,65299,35022,0,11.517929,3.870071,1000,5,1,1337674629,1344232628,0
GSM,624,2,65299,9162,0,11.51619,3.868332,2037,6,1,1337674762,1349105209,0
GSM,624,2,19,35011,0,11.519902,3.869959,2535,220,1,1337674762,1408433870,0
GSM,624,2,19,4693,0,11.521779,3.869802,1972,171,1,1337674762,1472715301,0
GSM,624,2,65299,35021,0,11.516647,3.871689,1387,9,1,1337674934,1359945997,0
GSM,624,2,19,9161,0,11.519881,3.872141,3971,373,1,1337675211,1363227295,0
GSM,624,2,19,37422,0,11.516658,3.874283,12299,126,1,1337675211,1362984590,0
GSM,624,2,65301,9501,0,11.505089,3.833885,2342,4,1,1337689320,1345126089,0
GSM,624,2,21,9503,0,11.505897,3.836451,3217,93,1,1337689524,1361516298,0
GSM,624,2,21,36513,0,11.503972,3.836036,3126,87,1,1337689524,1363425693,0
GSM,624,2,21,36641,0,11.513558,3.833604,5567,629,1,1337689977,1363695222,0
GSM,624,2,19,4692,0,11.520434,3.86792,2984,210,1,1337691563,1454425630,0
GSM,624,2,19,191,0,11.51997,3.865759,3140,487,1,1337691563,1478747124,0
GSM,624,2,19,8505,0,11.520385,3.870016,2522,286,1,1337692129,1481614166,0
GSM,624,2,19,8507,0,11.518065,3.870124,4909,579,1,1337692252,1481614166,0
GSM,624,2,19,9162,0,11.519127,3.869982,3573,402,1,1337692252,1361789695,0
GSM,624,2,19,37421,0,11.51785,3.877255,3300,225,1,1337692368,1363686845,0
GSM,624,2,65299,35011,0,11.51738,3.868423,2073,5,1,1337692427,1358310410,0
GSM,624,2,17,36472,0,11.517915,3.883072,4881,285,1,1337692442,1363392451,0
GSM,624,2,19,8506,0,11.51741,3.867453,4571,212,1,1337692707,1481614166,0
GSM,624,2,19,9256,0,11.51608,3.882022,5011,410,1,1337692936,1363392463,0
GSM,624,2,17,36471,0,11.521107,3.890868,14887,222,1,1337692936,1361355109,0
GSM,624,2,17,36612,0,11.512777,3.89427,4550,204,1,1337693725,1408433870,0
GSM,624,2,17,9382,0,11.512985,3.89644,2778,156,1,1337693854,1408433870,0
GSM,624,2,17,37251,0,11.515923,3.897553,3615,72,1,1337693854,1382152734,0
GSM,624,2,17,37253,0,11.511669,3.899117,2180,48,1,1337693854,1382401976,0
GSM,624,2,17,9383,0,11.500144,3.896403,3225,248,1,1337693854,1382748609,0
GSM,624,2,17,9611,0,11.521894,3.895058,3787,39,1,1337693949,1360899552,0
GSM,624,2,17,36613,0,11.499362,3.89526,5826,188,1,1337694004,1382283879,0
GSM,624,2,17,36702,0,11.520614,3.887204,14545,292,1,1337694057,1363101453,0
GSM,624,2,17,36611,0,11.516916,3.902088,4445,58,1,1337694309,1382506041,0
GSM,624,2,17,9381,0,11.521258,3.904103,6090,84,1,1337694309,1446881359,0
GSM,624,2,17,36451,0,11.515148,3.890968,4487,207,1,1337694309,1363582240,0
GSM,624,2,19,35021,0,11.519499,3.87345,4326,315,1,1337694492,1363312400,0
GSM,624,2,17,9301,0,11.522183,3.890168,14907,235,1,1337694537,1361508853,0
GSM,624,2,17,36701,0,11.521211,3.892025,14992,99,1,1337694537,1361003420,0
GSM,624,2,19,10181,0,11.51714,3.874461,15386,118,1,1337694768,1361156656,0
GSM,624,2,19,10183,0,11.512219,3.877383,12932,303,1,1337694768,1361156656,0
GSM,624,2,19,37423,0,11.512941,3.877641,12757,250,1,1337694768,1363587725,0
GSM,624,2,19,36352,0,11.518862,3.876003,12437,272,1,1337694768,1363686845,0
GSM,624,2,65299,9161,0,11.517105,3.871841,1000,9,1,1337695931,1359945997,0
