radio,mcc,mnc,lac,cid,cgi,unit,lon,lat,range,samples,changeable,created,updated,averageSignal,geometry,City,Region
UMTS,624,2,1005,34411,624023ED866B,0,9.679641724,4.07661438,1000,1,1,1453992194,1453992194,0,POINT (9.6796417236328 4.0766143798828),Bonaberi,Littoral
UMTS,624,2,1005,34412,624023ED866C,0,9.682388306,4.071121216,1000,1,1,1454428490,1454428490,0,POINT (9.6823883056641 4.0711212158203),Bonaberi,Littoral
UMTS,624,2,1005,34435,624023ED8683,0,9.730453491,4.040908813,1000,1,1,1446650131,1446650131,0,POINT (9.7304534912109 4.0409088134766),Douala,Littoral
UMTS,624,2,1005,34436,624023ED8684,0,9.74281311,4.038162231,1000,1,1,1452528307,1452528307,0,POINT (9.7428131103516 4.0381622314453),Douala,Littoral
UMTS,624,2,1005,34437,624023ED8685,0,9.727706909,4.040908813,1000,1,1,1445843847,1445843847,0,POINT (9.7277069091797 4.0409088134766),Douala,Littoral
UMTS,624,2,1005,34438,624023ED8686,0,9.730453491,4.040908813,1000,1,1,1445168643,1445168643,0,POINT (9.7304534912109 4.0409088134766),Douala,Littoral
UMTS,624,2,1005,34439,624023ED8687,0,9.727706909,4.042282104,1000,1,1,1445843847,1445843847,0,POINT (9.7277069091797 4.0422821044922),Douala,Littoral
UMTS,624,2,1005,34449,624023ED8691,0,9.668655396,4.082107544,1000,1,1,1449303087,1449303087,0,POINT (9.6686553955078 4.0821075439453),Bonaberi,Littoral
UMTS,624,2,1005,34468,624023ED86A4,0,9.762039185,4.057388306,1000,1,1,1463659858,1463659858,0,POINT (9.7620391845703 4.0573883056641),Douala,Littoral
UMTS,624,2,1005,34495,624023ED86BF,0,9.683761597,4.025802612,1000,1,1,1476113227,1476113227,0,POINT (9.6837615966797 4.0258026123047),Douala,Littoral
UMTS,624,2,1005,34827,624023ED880B,0,10.538635,5.145035,1000,2,1,1474996981,1482212575,0,POINT (10.538635 5.145035),Bangangte,West
UMTS,624,2,1005,34829,624023ED880D,0,10.47889709,5.204086304,1000,1,1,1474340129,1474340129,0,POINT (10.478897094727 5.2040863037109),Bangangte,West
UMTS,624,2,1005,34834,624023ED8812,0,10.191193,5.160828,1000,2,1,1473648988,1473648988,0,POINT (10.191193 5.160828),Bafang,West
UMTS,624,2,1005,34836,624023ED8814,0,10.18501282,5.165634155,1000,1,1,1486458406,1486458406,0,POINT (10.185012817383 5.1656341552734),Bafang,West
UMTS,624,2,1005,34987,624023ED88AB,0,10.191193,5.171127,1000,2,1,1473662806,1473662806,0,POINT (10.191193 5.171126999999999),Bafang,West
UMTS,624,2,1005,35087,624023ED890F,0,10.19050598,5.161514282,1000,1,1,1473648373,1473648373,0,POINT (10.190505981445 5.1615142822266),Bafang,West
UMTS,624,2,1005,35088,624023ED8910,0,10.1877594,5.1587677,1000,2,1,1488855121,1488979340,0,POINT (10.187759399414 5.1587677001953),Bafang,West
UMTS,624,2,1005,35089,624023ED8911,0,10.190048,5.17067,3892,3,1,1474702117,1482212534,0,POINT (10.190048 5.170669999999999),Bafang,West
UMTS,624,2,1005,35154,624023ED8952,0,9.911705,2.941168,1055,9,1,1458867131,1505835002,0,POINT (9.911705 2.941168),Kribi,South
